POINT_X,POINT_Y,HARV88,HARV95,HARV2010
493729.7151,5119095.158,0,0.57,0.8385
494229.7151,5119095.158,0,0.6185,0.9032
494729.7151,5119095.158,0,0.5671,0.9199
495229.7151,5119095.158,0,0.4761,0.9149
495729.7151,5119095.158,0.0017,0.4132,0.8915
496229.7151,5119095.158,0.0029,0.3267,0.8094
496729.7151,5119095.158,0.0029,0.3316,0.7552
497229.7151,5119095.158,0.0029,0.2504,0.7136
497729.7151,5119095.158,0.0011,0.1832,0.704
498229.7151,5119095.158,0,0.1197,0.7423
498729.7151,5119095.158,0,0.097,0.7484
499229.7151,5119095.158,0.0117,0.1083,0.7487
499729.7151,5119095.158,0.0232,0.1303,0.7312
500229.7151,5119095.158,0.0965,0.1809,0.6692
500729.7151,5119095.158,0.2121,0.2668,0.6367
501229.7151,5119095.158,0.3103,0.3627,0.6138
501729.7151,5119095.158,0.3506,0.4442,0.6059
502229.7151,5119095.158,0.2725,0.3705,0.59
502729.7151,5119095.158,0.15,0.2181,0.5528
503229.7151,5119095.158,0.1497,0.2009,0.5999
503729.7151,5119095.158,0.1912,0.2221,0.6608
504229.7151,5119095.158,0.2783,0.286,0.7615
504729.7151,5119095.158,0.3317,0.3308,0.7879
505229.7151,5119095.158,0.3524,0.3536,0.793
505729.7151,5119095.158,0.2992,0.3049,0.7675
506229.7151,5119095.158,0.2195,0.2596,0.6648
506729.7151,5119095.158,0.1348,0.2514,0.5614
507229.7151,5119095.158,0.061,0.2852,0.4944
507729.7151,5119095.158,0.0481,0.3388,0.4742
508229.7151,5119095.158,0.0292,0.2368,0.3662
508729.7151,5119095.158,0.0172,0.1211,0.2178
509229.7151,5119095.158,0.0149,0.0358,0.0759
509729.7151,5119095.158,0.0097,0.01,0.0134
481729.7151,5118595.158,0.0014,0.0065,0.1623
482229.7151,5118595.158,0.004,0.0094,0.2545
482729.7151,5118595.158,0,0.0023,0.3627
483229.7151,5118595.158,0,0,0.3283
483729.7151,5118595.158,0,0,0.2251
484229.7151,5118595.158,0.0017,0.0065,0.15
484729.7151,5118595.158,0.0106,0.0129,0.1194
485229.7151,5118595.158,0.0117,0.0143,0.1693
485729.7151,5118595.158,0.0157,0.0166,0.1671
486229.7151,5118595.158,0.0192,0.0221,0.1617
486729.7151,5118595.158,0.0309,0.0613,0.1941
487229.7151,5118595.158,0.0438,0.0947,0.2079
487729.7151,5118595.158,0.0421,0.0924,0.2082
488229.7151,5118595.158,0.0495,0.0985,0.1652
488729.7151,5118595.158,0.0318,0.0401,0.0707
489229.7151,5118595.158,0.01,0.0464,0.0936
489729.7151,5118595.158,0,0.1712,0.2285
490229.7151,5118595.158,0,0.3312,0.406
490729.7151,5118595.158,0,0.4984,0.5901
491229.7151,5118595.158,0.0069,0.6606,0.7652
491729.7151,5118595.158,0.0109,0.6817,0.791
492229.7151,5118595.158,0.0243,0.6453,0.7504
492729.7151,5118595.158,0.0117,0.575,0.6927
493229.7151,5118595.158,0.0029,0.5683,0.6888
493729.7151,5118595.158,0.002,0.566,0.7312
494229.7151,5118595.158,0,0.5988,0.8261
494729.7151,5118595.158,0,0.5296,0.8726
495229.7151,5118595.158,0,0.4389,0.864
495729.7151,5118595.158,0,0.3551,0.8164
496229.7151,5118595.158,0.0029,0.3238,0.7656
496729.7151,5118595.158,0.0029,0.3269,0.714
497229.7151,5118595.158,0.0029,0.2429,0.6389
497729.7151,5118595.158,0,0.2127,0.6416
498229.7151,5118595.158,0,0.2313,0.7089
498729.7151,5118595.158,0,0.284,0.7672
499229.7151,5118595.158,0.0126,0.282,0.755
499729.7151,5118595.158,0.0272,0.2656,0.7011
500229.7151,5118595.158,0.0873,0.2869,0.6292
500729.7151,5118595.158,0.1741,0.3238,0.5897
501229.7151,5118595.158,0.2273,0.4314,0.6167
501729.7151,5118595.158,0.262,0.512,0.6492
502229.7151,5118595.158,0.1884,0.4028,0.5657
502729.7151,5118595.158,0.1033,0.3192,0.5465
503229.7151,5118595.158,0.0891,0.2025,0.5163
503729.7151,5118595.158,0.1065,0.1423,0.485
504229.7151,5118595.158,0.1474,0.1434,0.4918
504729.7151,5118595.158,0.2102,0.2039,0.5911
505229.7151,5118595.158,0.2886,0.2854,0.6636
505729.7151,5118595.158,0.3032,0.3026,0.6707
506229.7151,5118595.158,0.2569,0.3032,0.6209
506729.7151,5118595.158,0.1795,0.3381,0.5539
507229.7151,5118595.158,0.0716,0.3559,0.5019
507729.7151,5118595.158,0.0103,0.3382,0.4193
508229.7151,5118595.158,0.0014,0.2597,0.3399
508729.7151,5118595.158,0,0.1357,0.1969
509229.7151,5118595.158,0,0.0261,0.0553
509729.7151,5118595.158,9.00E-04,0.0011,0.0025
481729.7151,5118095.158,0,0,0.0925
482229.7151,5118095.158,0,0,0.1748
482729.7151,5118095.158,0,0,0.2239
483229.7151,5118095.158,0,0,0.2064
483729.7151,5118095.158,0,0,0.1445
484229.7151,5118095.158,0,0,0.1263
484729.7151,5118095.158,0,0,0.0736
485229.7151,5118095.158,0,0.0023,0.0704
485729.7151,5118095.158,0.004,0.0063,0.067
486229.7151,5118095.158,0.0109,0.0129,0.0822
486729.7151,5118095.158,0.0118,0.0178,0.0862
488229.7151,5118095.158,0.0261,0.0474,0.0913
488729.7151,5118095.158,0.0183,0.0372,0.0673
489229.7151,5118095.158,0.0026,0.0492,0.0555
489729.7151,5118095.158,0,0.0983,0.1115
490229.7151,5118095.158,6.00E-04,0.2164,0.2654
490729.7151,5118095.158,0.0195,0.3848,0.475
491229.7151,5118095.158,0.0411,0.567,0.6497
491729.7151,5118095.158,0.1125,0.6152,0.7177
492229.7151,5118095.158,0.1472,0.5485,0.6393
492729.7151,5118095.158,0.1216,0.487,0.5632
493229.7151,5118095.158,0.0398,0.4489,0.5308
493729.7151,5118095.158,0.0063,0.4626,0.578
494229.7151,5118095.158,0,0.5526,0.7043
494729.7151,5118095.158,0,0.5531,0.7733
495229.7151,5118095.158,0,0.4655,0.7747
495729.7151,5118095.158,0,0.475,0.7733
496229.7151,5118095.158,0,0.4555,0.7374
496729.7151,5118095.158,0,0.4392,0.7051
497229.7151,5118095.158,0,0.3753,0.6523
497729.7151,5118095.158,0,0.4049,0.6834
498229.7151,5118095.158,0,0.4056,0.7108
498729.7151,5118095.158,0,0.4319,0.7253
499229.7151,5118095.158,0.0123,0.4472,0.7157
499729.7151,5118095.158,0.0189,0.3562,0.6175
500229.7151,5118095.158,0.0629,0.3782,0.5724
500729.7151,5118095.158,0.1042,0.4498,0.5974
501229.7151,5118095.158,0.1208,0.4801,0.6112
501729.7151,5118095.158,0.1147,0.5506,0.6825
502229.7151,5118095.158,0.091,0.5562,0.6857
502729.7151,5118095.158,0.0564,0.4575,0.5857
503229.7151,5118095.158,0.0264,0.3149,0.4494
503729.7151,5118095.158,0.0198,0.1555,0.3461
504229.7151,5118095.158,0.0407,0.0613,0.2794
504729.7151,5118095.158,0.1078,0.1032,0.3278
505229.7151,5118095.158,0.1955,0.1898,0.4017
505729.7151,5118095.158,0.268,0.2657,0.4111
506229.7151,5118095.158,0.233,0.2518,0.4141
506729.7151,5118095.158,0.1391,0.2622,0.3776
507229.7151,5118095.158,0.0518,0.2952,0.3659
507729.7151,5118095.158,0.0101,0.2859,0.3184
508229.7151,5118095.158,0,0.2284,0.2628
508729.7151,5118095.158,0,0.1051,0.1317
509229.7151,5118095.158,0,0.0055,0.012
509729.7151,5118095.158,0,0,0.0017
481729.7151,5117595.158,0,0,0.0578
482229.7151,5117595.158,0,0,0.0827
482729.7151,5117595.158,0,0,0.0973
483229.7151,5117595.158,0,0,0.1119
483729.7151,5117595.158,0,0,0.1042
484229.7151,5117595.158,0,0,0.0833
484729.7151,5117595.158,0,0,0.0404
485229.7151,5117595.158,0,0,0.0315
485729.7151,5117595.158,0,0,0.0249
487229.7151,5117595.158,0.0223,0.0221,0.0858
487729.7151,5117595.158,0.0395,0.043,0.089
488229.7151,5117595.158,0.0272,0.0455,0.0782
488729.7151,5117595.158,0.0083,0.061,0.0767
489229.7151,5117595.158,0.0083,0.0893,0.0925
489729.7151,5117595.158,0.0172,0.1027,0.119
490229.7151,5117595.158,0.0209,0.1626,0.2322
490729.7151,5117595.158,0.0258,0.2654,0.3771
491229.7151,5117595.158,0.1082,0.3907,0.492
491729.7151,5117595.158,0.2336,0.5047,0.5955
492229.7151,5117595.158,0.2894,0.497,0.5625
492729.7151,5117595.158,0.2562,0.401,0.4591
493229.7151,5117595.158,0.1323,0.3429,0.3862
493729.7151,5117595.158,0.0198,0.373,0.4191
494229.7151,5117595.158,3.00E-04,0.5203,0.6085
494729.7151,5117595.158,0,0.5548,0.6688
495229.7151,5117595.158,0,0.5265,0.6662
495729.7151,5117595.158,0,0.5572,0.6843
496229.7151,5117595.158,0,0.5612,0.6656
496729.7151,5117595.158,0,0.5505,0.6358
497229.7151,5117595.158,0,0.5412,0.6411
497729.7151,5117595.158,0,0.5451,0.6456
498229.7151,5117595.158,0,0.5552,0.6711
498729.7151,5117595.158,0,0.5126,0.6697
499229.7151,5117595.158,3.00E-04,0.4718,0.6699
499729.7151,5117595.158,0.0092,0.4567,0.6152
500229.7151,5117595.158,0.0166,0.433,0.561
500729.7151,5117595.158,0.0275,0.5062,0.5997
501229.7151,5117595.158,0.0355,0.5108,0.619
501729.7151,5117595.158,0.006,0.5624,0.6906
502229.7151,5117595.158,0.0017,0.6198,0.7684
502729.7151,5117595.158,0,0.5783,0.6891
503229.7151,5117595.158,0.0017,0.4193,0.4917
503729.7151,5117595.158,0,0.2362,0.292
504229.7151,5117595.158,0,0.0561,0.148
504729.7151,5117595.158,0.0378,0.0366,0.1099
505229.7151,5117595.158,0.081,0.0779,0.1294
505729.7151,5117595.158,0.1371,0.1346,0.1717
506229.7151,5117595.158,0.1256,0.1274,0.1852
506729.7151,5117595.158,0.0759,0.1156,0.1557
507229.7151,5117595.158,0.0278,0.1323,0.1526
507729.7151,5117595.158,0.0046,0.1442,0.1517
508229.7151,5117595.158,0,0.0974,0.1082
508729.7151,5117595.158,0,0.0229,0.0315
509229.7151,5117595.158,0,0,0.0052
509729.7151,5117595.158,0,0,0.0017
481729.7151,5117095.158,0,0,0.0066
482229.7151,5117095.158,0,0,0.0032
482729.7151,5117095.158,0,0,0.0164
483229.7151,5117095.158,0,0,0.0449
483729.7151,5117095.158,0,0,0.0601
484229.7151,5117095.158,0,0,0.0461
486729.7151,5117095.158,0.0289,0.0295,0.0513
487229.7151,5117095.158,0.0366,0.0364,0.0719
487729.7151,5117095.158,0.0358,0.0358,0.0741
488229.7151,5117095.158,0.0421,0.071,0.1042
488729.7151,5117095.158,0.0504,0.126,0.1815
489229.7151,5117095.158,0.0386,0.1658,0.2176
489729.7151,5117095.158,0.0258,0.1753,0.2423
490229.7151,5117095.158,0.0275,0.1804,0.298
490729.7151,5117095.158,0.0822,0.1953,0.3335
491229.7151,5117095.158,0.2191,0.3239,0.4757
491729.7151,5117095.158,0.3954,0.4964,0.562
492229.7151,5117095.158,0.4017,0.4583,0.4887
492729.7151,5117095.158,0.3454,0.3596,0.3943
493229.7151,5117095.158,0.1875,0.3055,0.3393
493729.7151,5117095.158,0.047,0.3335,0.3676
494229.7151,5117095.158,9.00E-04,0.4745,0.4914
494729.7151,5117095.158,0,0.5483,0.5742
495229.7151,5117095.158,0,0.5534,0.5742
495729.7151,5117095.158,0,0.5658,0.5859
496229.7151,5117095.158,0,0.5377,0.5546
496729.7151,5117095.158,0,0.5648,0.578
497229.7151,5117095.158,0,0.565,0.5882
497729.7151,5117095.158,0,0.5668,0.6023
498229.7151,5117095.158,0,0.6026,0.6301
498729.7151,5117095.158,0,0.5799,0.6464
499229.7151,5117095.158,0,0.5388,0.6481
499729.7151,5117095.158,0,0.5356,0.6507
500229.7151,5117095.158,0,0.4714,0.5856
500729.7151,5117095.158,0,0.5242,0.6324
501229.7151,5117095.158,0,0.5792,0.6464
501729.7151,5117095.158,0,0.551,0.6392
502229.7151,5117095.158,0,0.5708,0.6814
502729.7151,5117095.158,0,0.5926,0.659
503229.7151,5117095.158,0,0.4651,0.5386
503729.7151,5117095.158,0,0.2805,0.3395
504229.7151,5117095.158,0,0.0747,0.0933
504729.7151,5117095.158,0,0,3.00E-04
505229.7151,5117095.158,0.0011,9.00E-04,9.00E-04
505729.7151,5117095.158,0.0017,0.0011,0.0011
506229.7151,5117095.158,0.0037,0.0037,0.0046
506729.7151,5117095.158,0.0043,0.0046,0.0046
507229.7151,5117095.158,0.0011,0.008,0.008
507729.7151,5117095.158,0,0.0135,0.0135
508229.7151,5117095.158,0,0.0011,0.0037
508729.7151,5117095.158,0,0,0.004
509229.7151,5117095.158,0,0,0.0026
509729.7151,5117095.158,0,0,0
485729.7151,5116595.158,0.0532,0.0773,0.1057
486229.7151,5116595.158,0.0435,0.0615,0.1251
486729.7151,5116595.158,0.0425,0.0437,0.0963
487229.7151,5116595.158,0.0595,0.0595,0.0939
487729.7151,5116595.158,0.0636,0.0625,0.0936
488229.7151,5116595.158,0.0618,0.0928,0.1385
488729.7151,5116595.158,0.0736,0.1792,0.2482
489229.7151,5116595.158,0.0859,0.2837,0.3667
489729.7151,5116595.158,0.0727,0.2974,0.4169
490229.7151,5116595.158,0.1128,0.3198,0.4507
490729.7151,5116595.158,0.1961,0.3436,0.4501
491229.7151,5116595.158,0.3034,0.3962,0.5084
491729.7151,5116595.158,0.3959,0.4635,0.5076
492229.7151,5116595.158,0.4512,0.483,0.489
492729.7151,5116595.158,0.3514,0.3612,0.3629
493229.7151,5116595.158,0.1901,0.2622,0.2754
493729.7151,5116595.158,0.071,0.2688,0.2865
494229.7151,5116595.158,0,0.3486,0.3713
494729.7151,5116595.158,0,0.4386,0.4752
495229.7151,5116595.158,0,0.4789,0.513
495729.7151,5116595.158,0,0.4894,0.5253
496229.7151,5116595.158,0,0.536,0.5685
496729.7151,5116595.158,0,0.5669,0.5872
497229.7151,5116595.158,0,0.6258,0.6402
497729.7151,5116595.158,0,0.6129,0.6287
498229.7151,5116595.158,0,0.6487,0.6613
498729.7151,5116595.158,0,0.5808,0.6178
499229.7151,5116595.158,0,0.4942,0.6003
499729.7151,5116595.158,0,0.4975,0.6106
500229.7151,5116595.158,0,0.4831,0.6015
500729.7151,5116595.158,0,0.4426,0.5609
501229.7151,5116595.158,0,0.4006,0.566
501729.7151,5116595.158,0,0.3994,0.6213
502229.7151,5116595.158,0,0.3793,0.6118
502729.7151,5116595.158,0,0.4205,0.5875
503229.7151,5116595.158,0,0.3126,0.4387
503729.7151,5116595.158,0,0.2081,0.2828
504229.7151,5116595.158,0,0.0615,0.0896
504729.7151,5116595.158,0,0,0
505229.7151,5116595.158,0,0,0
505729.7151,5116595.158,0,0,0
506229.7151,5116595.158,0,0,0
506729.7151,5116595.158,0,0,0
507229.7151,5116595.158,0,0,0
507729.7151,5116595.158,0,0,0
508229.7151,5116595.158,0,0,0
508729.7151,5116595.158,0,0,0
509229.7151,5116595.158,0,0,0
509729.7151,5116595.158,0,0,0
484729.7151,5116095.158,0.0618,0.0704,0.0724
485229.7151,5116095.158,0.0787,0.1208,0.1591
485729.7151,5116095.158,0.071,0.1114,0.221
486229.7151,5116095.158,0.1039,0.1348,0.2439
486729.7151,5116095.158,0.1591,0.1623,0.251
487229.7151,5116095.158,0.1623,0.1629,0.2036
487729.7151,5116095.158,0.1738,0.1749,0.1849
488229.7151,5116095.158,0.1883,0.2029,0.2395
488729.7151,5116095.158,0.1838,0.2659,0.3384
489229.7151,5116095.158,0.2302,0.3882,0.4678
489729.7151,5116095.158,0.2742,0.4579,0.5632
490229.7151,5116095.158,0.2402,0.404,0.5245
490729.7151,5116095.158,0.3098,0.4354,0.5339
491229.7151,5116095.158,0.3606,0.4224,0.5017
491729.7151,5116095.158,0.3458,0.3742,0.3965
492229.7151,5116095.158,0.3722,0.3765,0.3765
492729.7151,5116095.158,0.2441,0.2527,0.2541
493229.7151,5116095.158,0.1251,0.1723,0.1821
493729.7151,5116095.158,0.0581,0.1941,0.2135
494229.7151,5116095.158,0,0.2877,0.3171
494729.7151,5116095.158,0,0.3848,0.446
495229.7151,5116095.158,0.0014,0.3819,0.4426
495729.7151,5116095.158,0.0177,0.4264,0.4797
496229.7151,5116095.158,0.0338,0.4558,0.4893
496729.7151,5116095.158,0.0301,0.5093,0.5314
497229.7151,5116095.158,0.022,0.5458,0.5635
497729.7151,5116095.158,0.0177,0.5817,0.5929
498229.7151,5116095.158,0.0069,0.6442,0.6493
498729.7151,5116095.158,0,0.601,0.6193
499229.7151,5116095.158,0,0.4511,0.5104
499729.7151,5116095.158,0,0.3856,0.4726
500229.7151,5116095.158,0,0.3743,0.4717
500729.7151,5116095.158,0,0.2914,0.4527
501229.7151,5116095.158,0,0.2067,0.4517
501729.7151,5116095.158,0,0.1731,0.4582
502229.7151,5116095.158,0,0.1821,0.4039
502729.7151,5116095.158,0,0.2047,0.4729
503229.7151,5116095.158,0,0.1768,0.3629
503729.7151,5116095.158,0,0.1214,0.245
504229.7151,5116095.158,0,0.0257,0.0979
504729.7151,5116095.158,0,0,0
505229.7151,5116095.158,0,0,0
505729.7151,5116095.158,0,0,0.0046
506229.7151,5116095.158,0,0,6.00E-04
506729.7151,5116095.158,0,0,0
508229.7151,5116095.158,0,0,0
508729.7151,5116095.158,0,0,0
509229.7151,5116095.158,0,0,0
509729.7151,5116095.158,0,0,0
484229.7151,5115595.158,0.0358,0.0346,0.0346
484729.7151,5115595.158,0.0993,0.1217,0.146
485229.7151,5115595.158,0.1352,0.1781,0.2506
485729.7151,5115595.158,0.1423,0.2075,0.3315
486229.7151,5115595.158,0.148,0.2284,0.3578
486729.7151,5115595.158,0.1781,0.2308,0.3271
487229.7151,5115595.158,0.1975,0.2248,0.2775
487729.7151,5115595.158,0.1967,0.2075,0.211
488229.7151,5115595.158,0.3204,0.3227,0.3388
488729.7151,5115595.158,0.4002,0.4292,0.4942
489229.7151,5115595.158,0.4091,0.5227,0.5989
489729.7151,5115595.158,0.4069,0.5547,0.616
490229.7151,5115595.158,0.3974,0.5242,0.5855
490729.7151,5115595.158,0.3762,0.4538,0.5073
491229.7151,5115595.158,0.3654,0.3832,0.4135
491729.7151,5115595.158,0.2903,0.2929,0.2969
492229.7151,5115595.158,0.2499,0.2531,0.2599
492729.7151,5115595.158,0.1377,0.1443,0.148
493229.7151,5115595.158,0.1042,0.1188,0.1246
493729.7151,5115595.158,0.0598,0.1798,0.1924
494229.7151,5115595.158,0.0034,0.2801,0.3168
494729.7151,5115595.158,0,0.2958,0.3702
495229.7151,5115595.158,0.0392,0.3172,0.4
495729.7151,5115595.158,0.0647,0.3448,0.4158
496229.7151,5115595.158,0.0727,0.3627,0.3951
496729.7151,5115595.158,0.0667,0.4151,0.4277
497229.7151,5115595.158,0.0452,0.4971,0.5043
497729.7151,5115595.158,0.0243,0.511,0.5159
498229.7151,5115595.158,0.0169,0.4772,0.4947
498729.7151,5115595.158,0,0.4207,0.4673
499229.7151,5115595.158,0,0.3455,0.4349
499729.7151,5115595.158,0,0.2385,0.3467
500229.7151,5115595.158,0,0.1761,0.325
500729.7151,5115595.158,0,0.1042,0.2915
501229.7151,5115595.158,0,0.0793,0.3473
501729.7151,5115595.158,0,0.0458,0.3605
502229.7151,5115595.158,0,0.0186,0.3207
502729.7151,5115595.158,0,0.0355,0.3688
503229.7151,5115595.158,0,0.0463,0.3293
503729.7151,5115595.158,0,0.0169,0.1956
504229.7151,5115595.158,0,0,0.081
504729.7151,5115595.158,0,0,0.0052
505229.7151,5115595.158,0,0,0.0097
505729.7151,5115595.158,0,0,0.0046
506229.7151,5115595.158,0,0,0.0046
506729.7151,5115595.158,0,0,9.00E-04
507229.7151,5115595.158,0,0,0
507729.7151,5115595.158,0,0,0
508229.7151,5115595.158,0,0,0
508729.7151,5115595.158,0,0,0
509229.7151,5115595.158,0,0,0
509729.7151,5115595.158,0,0,0
481729.7151,5115095.158,0.1443,0.2084,0.3456
482229.7151,5115095.158,0.1302,0.1569,0.1848
484229.7151,5115095.158,0.0962,0.0902,0.0902
484729.7151,5115095.158,0.1847,0.1938,0.2233
485229.7151,5115095.158,0.2115,0.2926,0.3518
485729.7151,5115095.158,0.1904,0.318,0.4291
486229.7151,5115095.158,0.1434,0.3063,0.4297
486729.7151,5115095.158,0.1388,0.2816,0.3702
487229.7151,5115095.158,0.1852,0.2791,0.2983
487729.7151,5115095.158,0.29,0.3204,0.3207
488229.7151,5115095.158,0.4164,0.4212,0.4212
488729.7151,5115095.158,0.5156,0.509,0.515
489229.7151,5115095.158,0.5239,0.5434,0.5568
489729.7151,5115095.158,0.5227,0.5681,0.5874
490229.7151,5115095.158,0.4807,0.5259,0.536
490729.7151,5115095.158,0.4025,0.4171,0.4257
491229.7151,5115095.158,0.3351,0.3474,0.3687
491729.7151,5115095.158,0.2287,0.2359,0.2723
492229.7151,5115095.158,0.1417,0.1621,0.1921
492729.7151,5115095.158,0.1198,0.1428,0.1696
493229.7151,5115095.158,0.0962,0.1326,0.1446
493729.7151,5115095.158,0.0481,0.1812,0.188
494229.7151,5115095.158,0.0474,0.2468,0.2863
494729.7151,5115095.158,0.0515,0.2938,0.3538
495229.7151,5115095.158,0.0839,0.3247,0.398
495729.7151,5115095.158,0.0894,0.3186,0.3865
496229.7151,5115095.158,0.0827,0.3507,0.3753
496729.7151,5115095.158,0.0827,0.3802,0.3879
497229.7151,5115095.158,0.0466,0.3422,0.3468
497729.7151,5115095.158,0.0269,0.3395,0.3751
498229.7151,5115095.158,0.0175,0.298,0.4212
498729.7151,5115095.158,0,0.2377,0.4405
499229.7151,5115095.158,0,0.1491,0.4042
499729.7151,5115095.158,0,0.0713,0.3155
500229.7151,5115095.158,0,0.0198,0.2532
500729.7151,5115095.158,0,0.0026,0.2279
501229.7151,5115095.158,0,0,0.225
501729.7151,5115095.158,0,0,0.3483
502229.7151,5115095.158,0,0,0.355
502729.7151,5115095.158,0,0,0.4346
503229.7151,5115095.158,0,0,0.3566
503729.7151,5115095.158,0,0,0.2488
504229.7151,5115095.158,0,0,0.0982
504729.7151,5115095.158,0,0,0.0299
505229.7151,5115095.158,0,0,0.0332
505729.7151,5115095.158,0,0,0.0109
506229.7151,5115095.158,0,0,0.0046
506729.7151,5115095.158,0,0,0.0026
507229.7151,5115095.158,0,0,0
507729.7151,5115095.158,0,0,0
508229.7151,5115095.158,0,0,0
509729.7151,5115095.158,0,0,0
481729.7151,5114595.158,0.1749,0.3519,0.5319
482229.7151,5114595.158,0.1371,0.3011,0.3641
482729.7151,5114595.158,0.0985,0.1778,0.2216
484229.7151,5114595.158,0.1451,0.1437,0.1517
484729.7151,5114595.158,0.2064,0.2877,0.3046
485229.7151,5114595.158,0.1849,0.38,0.4152
485729.7151,5114595.158,0.152,0.3983,0.4521
486229.7151,5114595.158,0.1045,0.3568,0.414
486729.7151,5114595.158,0.0927,0.3031,0.324
487229.7151,5114595.158,0.1406,0.3055,0.3066
487729.7151,5114595.158,0.2757,0.355,0.355
488229.7151,5114595.158,0.3466,0.3524,0.3578
488729.7151,5114595.158,0.4678,0.4612,0.4669
489229.7151,5114595.158,0.5196,0.5239,0.5308
489729.7151,5114595.158,0.4548,0.4548,0.4617
490229.7151,5114595.158,0.424,0.4291,0.4386
490729.7151,5114595.158,0.3556,0.3647,0.3965
491229.7151,5114595.158,0.2745,0.3383,0.3832
491729.7151,5114595.158,0.1466,0.2479,0.3003
492229.7151,5114595.158,0.1137,0.2211,0.2622
492729.7151,5114595.158,0.0996,0.2087,0.2361
493229.7151,5114595.158,0.071,0.1812,0.1981
493729.7151,5114595.158,0.0521,0.2081,0.2098
494229.7151,5114595.158,0.055,0.302,0.3329
494729.7151,5114595.158,0.0527,0.4105,0.4701
495229.7151,5114595.158,0.0853,0.474,0.5385
495729.7151,5114595.158,0.087,0.4333,0.4888
496229.7151,5114595.158,0.0893,0.45,0.4514
496729.7151,5114595.158,0.0624,0.3693,0.3659
497229.7151,5114595.158,0.0361,0.2822,0.3079
497729.7151,5114595.158,0.0229,0.1658,0.2642
498229.7151,5114595.158,0.0072,0.15,0.3353
498729.7151,5114595.158,0,0.1065,0.3698
499229.7151,5114595.158,0,0.0258,0.361
499729.7151,5114595.158,0,0,0.3152
500229.7151,5114595.158,0,0,0.2653
500729.7151,5114595.158,0,0,0.2571
501229.7151,5114595.158,0,0,0.2568
501729.7151,5114595.158,0,0,0.3068
502229.7151,5114595.158,0,0,0.3447
502729.7151,5114595.158,0,0,0.4328
503229.7151,5114595.158,0,0,0.3806
503729.7151,5114595.158,0,0,0.2617
504229.7151,5114595.158,0,0,0.1672
504729.7151,5114595.158,0,0,0.1059
505229.7151,5114595.158,0,0,0.1251
505729.7151,5114595.158,0,0,0.0827
506229.7151,5114595.158,0,0,0.0255
506729.7151,5114595.158,0,0,0.0072
507229.7151,5114595.158,0,0,3.00E-04
507729.7151,5114595.158,0,0,0
508229.7151,5114595.158,0,0,0
508729.7151,5114595.158,0.0026,0.0023,0.0023
481729.7151,5114095.158,0.1409,0.4251,0.6341
482229.7151,5114095.158,0.1134,0.3855,0.4805
482729.7151,5114095.158,0.1002,0.2447,0.3183
483229.7151,5114095.158,0.0633,0.1383,0.1958
483729.7151,5114095.158,0.0679,0.0914,0.1366
484229.7151,5114095.158,0.158,0.1986,0.2207
484729.7151,5114095.158,0.2365,0.3902,0.4086
485229.7151,5114095.158,0.2285,0.4579,0.4714
485729.7151,5114095.158,0.166,0.4692,0.4826
486229.7151,5114095.158,0.0779,0.4134,0.4142
486729.7151,5114095.158,0.0369,0.3468,0.3468
487229.7151,5114095.158,0.0538,0.2966,0.2966
487729.7151,5114095.158,0.1463,0.3069,0.3146
488229.7151,5114095.158,0.2417,0.2601,0.2815
488729.7151,5114095.158,0.3524,0.3461,0.3659
489229.7151,5114095.158,0.3853,0.3856,0.4036
489729.7151,5114095.158,0.3855,0.3829,0.3955
490229.7151,5114095.158,0.3736,0.3819,0.4086
490729.7151,5114095.158,0.2849,0.3429,0.377
491229.7151,5114095.158,0.2062,0.3417,0.3791
491729.7151,5114095.158,0.1042,0.3078,0.3593
492229.7151,5114095.158,0.0953,0.3462,0.3891
492729.7151,5114095.158,0.0736,0.3135,0.338
493229.7151,5114095.158,0.0475,0.235,0.2468
493729.7151,5114095.158,0.0386,0.2442,0.243
494229.7151,5114095.158,0.0495,0.3348,0.3396
494729.7151,5114095.158,0.0464,0.4789,0.5079
495229.7151,5114095.158,0.0561,0.5365,0.5668
495729.7151,5114095.158,0.0578,0.5395,0.5519
496229.7151,5114095.158,0.0395,0.4475,0.4469
496729.7151,5114095.158,0.0037,0.2898,0.3384
497229.7151,5114095.158,0,0.2237,0.3631
497729.7151,5114095.158,0,0.0865,0.3198
498229.7151,5114095.158,0,0.0246,0.3401
498729.7151,5114095.158,0,0.0011,0.3442
499229.7151,5114095.158,0,0,0.4352
499729.7151,5114095.158,0,0,0.3962
500229.7151,5114095.158,0,0,0.3045
500729.7151,5114095.158,0,0,0.2419
501229.7151,5114095.158,0,0,0.2688
501729.7151,5114095.158,0,0,0.3525
502229.7151,5114095.158,0,0,0.4664
502729.7151,5114095.158,0,0,0.4927
503229.7151,5114095.158,0,0,0.3771
503729.7151,5114095.158,0,0,0.286
504229.7151,5114095.158,0,0,0.2405
504729.7151,5114095.158,0,0,0.2266
505229.7151,5114095.158,0,0,0.2104
505729.7151,5114095.158,0,0,0.1435
506229.7151,5114095.158,0,0,0.0527
506729.7151,5114095.158,0,0,0.0115
507229.7151,5114095.158,0,0,0.0026
507729.7151,5114095.158,0,0,0
508229.7151,5114095.158,0.0031,0.0026,0.0026
508729.7151,5114095.158,0.0066,0.0066,0.0066
509229.7151,5114095.158,0.0066,0.0066,0.0066
