POINT_X,POINT_Y,HARV88,HARV95,HARV2010
509729.7151,5114095.158,0.0066,0.0066,0.0066
481729.7151,5113595.158,0.0487,0.4125,0.5536
482229.7151,5113595.158,0.0862,0.4718,0.5492
482729.7151,5113595.158,0.0899,0.371,0.4469
483229.7151,5113595.158,0.0773,0.2198,0.3052
483729.7151,5113595.158,0.1293,0.1635,0.2212
484229.7151,5113595.158,0.1786,0.2296,0.2602
484729.7151,5113595.158,0.213,0.365,0.3885
485229.7151,5113595.158,0.2353,0.4632,0.4646
485729.7151,5113595.158,0.1947,0.4675,0.4672
486229.7151,5113595.158,0.1529,0.4575,0.4566
486729.7151,5113595.158,0.15,0.4282,0.4282
487229.7151,5113595.158,0.093,0.2983,0.3035
487729.7151,5113595.158,0.1099,0.254,0.2723
488229.7151,5113595.158,0.1733,0.223,0.2423
488729.7151,5113595.158,0.2531,0.2502,0.272
489229.7151,5113595.158,0.233,0.2356,0.2588
489729.7151,5113595.158,0.2471,0.2448,0.2575
490229.7151,5113595.158,0.2703,0.2754,0.2952
490729.7151,5113595.158,0.1887,0.2686,0.3009
491229.7151,5113595.158,0.1293,0.2859,0.3175
491729.7151,5113595.158,0.0647,0.3044,0.3398
492229.7151,5113595.158,0.0115,0.3478,0.3808
492729.7151,5113595.158,0.0175,0.3787,0.3908
493229.7151,5113595.158,0.004,0.2906,0.2911
493729.7151,5113595.158,0.0106,0.2342,0.2327
494229.7151,5113595.158,0.019,0.3494,0.3492
494729.7151,5113595.158,0.0292,0.5012,0.511
495229.7151,5113595.158,0.0318,0.5717,0.5829
495729.7151,5113595.158,0.0106,0.519,0.5288
496229.7151,5113595.158,0,0.4208,0.4314
496729.7151,5113595.158,0,0.2851,0.3873
497229.7151,5113595.158,0,0.16,0.3816
497729.7151,5113595.158,0,0.0501,0.388
498229.7151,5113595.158,0,0.01,0.4389
498729.7151,5113595.158,0,0.0034,0.3972
499229.7151,5113595.158,0,0,0.3152
499729.7151,5113595.158,0,0,0.284
500229.7151,5113595.158,0,0,0.2155
500729.7151,5113595.158,0,0,0.2305
501229.7151,5113595.158,0,0,0.3132
501729.7151,5113595.158,0,0,0.4319
502229.7151,5113595.158,0,0,0.5042
502729.7151,5113595.158,0,0,0.4311
503229.7151,5113595.158,0,0.0011,0.3454
503729.7151,5113595.158,0,0.0089,0.2554
504229.7151,5113595.158,0,0.0089,0.2593
504729.7151,5113595.158,0,0.0029,0.2994
505229.7151,5113595.158,0,0,0.3106
505729.7151,5113595.158,0,0,0.2302
506229.7151,5113595.158,0,0,0.1115
506729.7151,5113595.158,0,0,0.012
507229.7151,5113595.158,0,0,9.00E-04
507729.7151,5113595.158,0,0,0.002
508229.7151,5113595.158,0.0034,0.0034,0.0117
508729.7151,5113595.158,0.0066,0.0066,0.0149
509229.7151,5113595.158,0.0066,0.0066,0.0109
509729.7151,5113595.158,0.0066,0.0066,0.0066
481729.7151,5113095.158,0.0089,0.3914,0.4598
482229.7151,5113095.158,0.0292,0.4754,0.5123
482729.7151,5113095.158,0.0719,0.4572,0.5122
483229.7151,5113095.158,0.1074,0.3464,0.4283
483729.7151,5113095.158,0.1812,0.2258,0.2817
484229.7151,5113095.158,0.1978,0.2218,0.2676
484729.7151,5113095.158,0.1686,0.2645,0.2874
485229.7151,5113095.158,0.1889,0.3686,0.3709
485729.7151,5113095.158,0.1801,0.3673,0.369
486229.7151,5113095.158,0.1752,0.3716,0.3733
486729.7151,5113095.158,0.2072,0.4265,0.4288
487229.7151,5113095.158,0.1718,0.3338,0.3496
487729.7151,5113095.158,0.1829,0.3077,0.3352
488229.7151,5113095.158,0.1586,0.1946,0.227
488729.7151,5113095.158,0.1723,0.1723,0.1926
489229.7151,5113095.158,0.1772,0.1775,0.1972
489729.7151,5113095.158,0.1783,0.1772,0.194
490229.7151,5113095.158,0.1746,0.1755,0.2175
490729.7151,5113095.158,0.1242,0.1815,0.243
491229.7151,5113095.158,0.0535,0.1895,0.2347
491729.7151,5113095.158,0.018,0.2396,0.252
492229.7151,5113095.158,0.0541,0.3788,0.3819
492729.7151,5113095.158,0.0527,0.4004,0.4035
493229.7151,5113095.158,0.0384,0.3522,0.355
493729.7151,5113095.158,0,0.3387,0.3372
494229.7151,5113095.158,0,0.3961,0.3961
494729.7151,5113095.158,0,0.5797,0.5797
495229.7151,5113095.158,0,0.5774,0.5774
495729.7151,5113095.158,0,0.4402,0.4396
496229.7151,5113095.158,0,0.2553,0.2969
496729.7151,5113095.158,0,0.1271,0.2946
497229.7151,5113095.158,0,0.0781,0.4287
497729.7151,5113095.158,0,0.0226,0.4598
498229.7151,5113095.158,0,0.0143,0.4649
498729.7151,5113095.158,0,0.0037,0.4141
499229.7151,5113095.158,0,0.0034,0.3384
499729.7151,5113095.158,0,0,0.2385
500229.7151,5113095.158,0,0.0086,0.2281
500729.7151,5113095.158,0,0.0109,0.292
501229.7151,5113095.158,0,0.0077,0.4036
501729.7151,5113095.158,0,0.0029,0.5297
502229.7151,5113095.158,0,0,0.5279
502729.7151,5113095.158,0,0,0.3773
503229.7151,5113095.158,0,0.0066,0.302
503729.7151,5113095.158,0,0.0095,0.2313
504229.7151,5113095.158,0,0.0095,0.2419
504729.7151,5113095.158,0,0.0083,0.3054
505229.7151,5113095.158,0,0,0.3129
505729.7151,5113095.158,0,0,0.2313
506229.7151,5113095.158,0,0,0.111
506729.7151,5113095.158,0,0,0.0303
507229.7151,5113095.158,0,0,0.0034
507729.7151,5113095.158,0,0,0.0092
508229.7151,5113095.158,0.0017,9.00E-04,0.0092
508729.7151,5113095.158,0.0037,0.0034,0.0117
509229.7151,5113095.158,0.0066,0.0066,0.0149
509729.7151,5113095.158,0.0066,0.0066,0.0066
481729.7151,5112595.158,0.0206,0.4652,0.5068
482229.7151,5112595.158,0.0123,0.5049,0.5341
482729.7151,5112595.158,0.1071,0.5777,0.6164
483229.7151,5112595.158,0.1701,0.4884,0.5245
483729.7151,5112595.158,0.2151,0.2883,0.3319
485729.7151,5112595.158,0.146,0.2165,0.2182
486229.7151,5112595.158,0.2236,0.2989,0.3006
486729.7151,5112595.158,0.2423,0.4115,0.4187
487229.7151,5112595.158,0.2471,0.4225,0.4357
487729.7151,5112595.158,0.2316,0.351,0.369
488229.7151,5112595.158,0.1833,0.2159,0.2454
488729.7151,5112595.158,0.1867,0.1849,0.2073
489229.7151,5112595.158,0.1847,0.1881,0.1976
489729.7151,5112595.158,0.1526,0.1538,0.1873
490229.7151,5112595.158,0.1054,0.1108,0.1664
490729.7151,5112595.158,0.0346,0.0472,0.1016
491229.7151,5112595.158,0.0203,0.0828,0.1243
491729.7151,5112595.158,0.0633,0.1715,0.1919
492229.7151,5112595.158,0.0713,0.2809,0.2857
492729.7151,5112595.158,0.0633,0.3417,0.3454
493229.7151,5112595.158,0.053,0.3298,0.3341
493729.7151,5112595.158,0.0097,0.3395,0.3384
494229.7151,5112595.158,0,0.3393,0.3393
494729.7151,5112595.158,0,0.4492,0.4489
495229.7151,5112595.158,0,0.4314,0.4311
495729.7151,5112595.158,0.0032,0.3035,0.3207
496229.7151,5112595.158,0.0052,0.1197,0.2288
496729.7151,5112595.158,0.0037,0.0415,0.2626
497229.7151,5112595.158,0,0.0418,0.3967
497729.7151,5112595.158,0,0.0281,0.5081
498229.7151,5112595.158,0,0.0183,0.4463
498729.7151,5112595.158,0,0.0123,0.4476
499229.7151,5112595.158,0,0.0163,0.3939
500229.7151,5112595.158,0,0.0232,0.266
500729.7151,5112595.158,0,0.0198,0.2685
501229.7151,5112595.158,0,0.0175,0.3985
501729.7151,5112595.158,0,0.006,0.5035
502229.7151,5112595.158,0,0,0.5611
502729.7151,5112595.158,0,0,0.4277
503229.7151,5112595.158,0,0.0066,0.2941
503729.7151,5112595.158,0,0.0095,0.1855
504229.7151,5112595.158,0,0.0095,0.2139
504729.7151,5112595.158,0,0.0095,0.2402
505229.7151,5112595.158,0,0.0014,0.2195
505729.7151,5112595.158,0,0,0.1706
506229.7151,5112595.158,0,0,0.1111
506729.7151,5112595.158,0,0,0.026
507229.7151,5112595.158,0,0,0.0034
507729.7151,5112595.158,0,0,0.0109
508229.7151,5112595.158,0,0,0.0083
508729.7151,5112595.158,0,0,0.0083
509229.7151,5112595.158,0,0,0.0083
509729.7151,5112595.158,0,0,0
481729.7151,5112095.158,0.0123,0.5437,0.5906
482229.7151,5112095.158,0.0066,0.6497,0.6503
482729.7151,5112095.158,0.0936,0.6582,0.6687
483229.7151,5112095.158,0.2001,0.5914,0.6184
483729.7151,5112095.158,0.2144,0.348,0.3733
485729.7151,5112095.158,0.0464,0.0999,0.1016
486229.7151,5112095.158,0.1283,0.2783,0.28
486729.7151,5112095.158,0.1796,0.4097,0.4161
487229.7151,5112095.158,0.1955,0.4472,0.4624
487729.7151,5112095.158,0.2296,0.4139,0.432
488229.7151,5112095.158,0.2083,0.3006,0.3187
488729.7151,5112095.158,0.2124,0.2424,0.2525
489229.7151,5112095.158,0.1701,0.1772,0.1838
489729.7151,5112095.158,0.1098,0.1132,0.1379
490229.7151,5112095.158,0.0819,0.0833,0.1297
490729.7151,5112095.158,0.051,0.0515,0.0976
491229.7151,5112095.158,0.0471,0.0569,0.0966
491729.7151,5112095.158,0.0767,0.0953,0.1116
492229.7151,5112095.158,0.0784,0.1589,0.1643
492729.7151,5112095.158,0.0664,0.2281,0.2336
493229.7151,5112095.158,0.0567,0.2445,0.2445
493729.7151,5112095.158,0.01,0.2477,0.2477
494229.7151,5112095.158,0,0.2699,0.2699
494729.7151,5112095.158,0,0.339,0.3387
495229.7151,5112095.158,0,0.2648,0.294
495729.7151,5112095.158,0.0083,0.1618,0.2627
496229.7151,5112095.158,0.0129,0.0787,0.245
496729.7151,5112095.158,0.0192,0.0521,0.2679
497229.7151,5112095.158,0.0032,0.0402,0.3491
497729.7151,5112095.158,0,0.0375,0.4033
498229.7151,5112095.158,0,0.0438,0.4784
498729.7151,5112095.158,0,0.0483,0.4587
499229.7151,5112095.158,0,0.0335,0.4524
499729.7151,5112095.158,0,0.0352,0.4028
500229.7151,5112095.158,0,0.0339,0.3193
500729.7151,5112095.158,0,0.0266,0.3238
501229.7151,5112095.158,0,0.0223,0.4355
501729.7151,5112095.158,0,0.0109,0.5419
502229.7151,5112095.158,0,0,0.5059
502729.7151,5112095.158,0,0,0.4042
503229.7151,5112095.158,0,0.0046,0.2663
503729.7151,5112095.158,0,0.0095,0.1514
504229.7151,5112095.158,0,0.0095,0.1174
504729.7151,5112095.158,0,0.0029,0.1043
505229.7151,5112095.158,0,0,0.1159
505729.7151,5112095.158,0,0,0.1116
506229.7151,5112095.158,0,0,0.0839
506729.7151,5112095.158,0,0,0.0048
507229.7151,5112095.158,0,0,0.0034
507729.7151,5112095.158,0,0,0.004
508229.7151,5112095.158,0,0,0.0083
508729.7151,5112095.158,0,0,0.0083
509229.7151,5112095.158,0,0,0.0063
509729.7151,5112095.158,0,0,6.00E-04
481729.7151,5111595.158,0.0444,0.6342,0.6611
482229.7151,5111595.158,0.0455,0.7719,0.7731
482729.7151,5111595.158,0.1048,0.7314,0.7375
483229.7151,5111595.158,0.2316,0.6382,0.6679
483729.7151,5111595.158,0.2527,0.443,0.4885
484229.7151,5111595.158,0.193,0.2133,0.2597
485229.7151,5111595.158,0,0.03,0.03
485729.7151,5111595.158,0.0094,0.1357,0.1374
486229.7151,5111595.158,0.055,0.3121,0.3138
486729.7151,5111595.158,0.0887,0.4376,0.4402
487229.7151,5111595.158,0.1514,0.5371,0.5431
487729.7151,5111595.158,0.136,0.4919,0.5079
488229.7151,5111595.158,0.1703,0.3783,0.3901
488729.7151,5111595.158,0.1867,0.2782,0.2911
489229.7151,5111595.158,0.1346,0.1435,0.1787
489729.7151,5111595.158,0.1268,0.1339,0.1846
490229.7151,5111595.158,0.1042,0.1076,0.1723
490729.7151,5111595.158,0.0532,0.0558,0.1053
491229.7151,5111595.158,0.0489,0.0481,0.0781
491729.7151,5111595.158,0.0518,0.065,0.071
492229.7151,5111595.158,0.0658,0.089,0.0919
492729.7151,5111595.158,0.0778,0.1376,0.1376
493229.7151,5111595.158,0.051,0.1254,0.1254
495729.7151,5111595.158,0.024,0.085,0.1978
496229.7151,5111595.158,0.0326,0.04,0.2331
496729.7151,5111595.158,0.0263,0.032,0.276
497229.7151,5111595.158,0.0218,0.0472,0.3051
497729.7151,5111595.158,0.0023,0.0449,0.3184
498229.7151,5111595.158,0,0.0484,0.3518
498729.7151,5111595.158,0,0.0575,0.4496
499229.7151,5111595.158,0,0.0381,0.4526
499729.7151,5111595.158,0,0.0332,0.4151
500229.7151,5111595.158,0,0.0318,0.391
500729.7151,5111595.158,0,0.0263,0.4185
501229.7151,5111595.158,0,0.0218,0.4649
501729.7151,5111595.158,0,0.0046,0.4674
502229.7151,5111595.158,0,0.0011,0.4549
502729.7151,5111595.158,0,0,0.3891
503229.7151,5111595.158,0,0,0.2753
503729.7151,5111595.158,0,0,0.146
504229.7151,5111595.158,0,0,0.0587
504729.7151,5111595.158,0,0,0.0352
505229.7151,5111595.158,0,0,0.049
505729.7151,5111595.158,0,0,0.047
506229.7151,5111595.158,0,0,0.0092
506729.7151,5111595.158,0,0,0.0034
507229.7151,5111595.158,0,0,0.0077
507729.7151,5111595.158,0,0,0.0043
508229.7151,5111595.158,0,0,0.0014
508729.7151,5111595.158,0,0,0.0046
509229.7151,5111595.158,0,0,0.0046
509729.7151,5111595.158,0,0,0.0046
481729.7151,5111095.158,0.057,0.7584,0.7787
482229.7151,5111095.158,0.059,0.8528,0.8543
482729.7151,5111095.158,0.136,0.7555,0.7847
483229.7151,5111095.158,0.199,0.6127,0.6816
483729.7151,5111095.158,0.2331,0.4771,0.5667
484229.7151,5111095.158,0.1998,0.2525,0.3189
485229.7151,5111095.158,0.0034,0.051,0.0559
485729.7151,5111095.158,0,0.1145,0.1145
486229.7151,5111095.158,0.0132,0.2445,0.2465
486729.7151,5111095.158,0.0301,0.4224,0.4244
487229.7151,5111095.158,0.0484,0.6075,0.613
487729.7151,5111095.158,0.0753,0.54,0.5519
488229.7151,5111095.158,0.1188,0.4324,0.4488
488729.7151,5111095.158,0.1663,0.3269,0.3615
489229.7151,5111095.158,0.1629,0.1792,0.2374
489729.7151,5111095.158,0.124,0.1346,0.1882
490229.7151,5111095.158,0.0928,0.0942,0.1406
490729.7151,5111095.158,0.0959,0.0956,0.1113
491229.7151,5111095.158,0.1197,0.1208,0.1274
492729.7151,5111095.158,0.181,0.1899,0.1971
493229.7151,5111095.158,0.1729,0.1881,0.1881
494729.7151,5111095.158,0.1366,0.14,0.1729
495229.7151,5111095.158,0.1237,0.1297,0.1987
495729.7151,5111095.158,0.0704,0.071,0.1601
496229.7151,5111095.158,0.0613,0.0616,0.2276
496729.7151,5111095.158,0.0395,0.0481,0.2293
497229.7151,5111095.158,0.0266,0.0493,0.2196
497729.7151,5111095.158,0.0074,0.047,0.251
498229.7151,5111095.158,0,0.0452,0.3066
498729.7151,5111095.158,0,0.0395,0.3591
499229.7151,5111095.158,0,0.0324,0.3756
499729.7151,5111095.158,0,0.022,0.329
500229.7151,5111095.158,0,0.0169,0.2926
500729.7151,5111095.158,0,0.014,0.3083
501229.7151,5111095.158,0,0.0063,0.3742
501729.7151,5111095.158,0,0.0046,0.404
502229.7151,5111095.158,0,0,0.4366
502729.7151,5111095.158,0,0,0.3064
503229.7151,5111095.158,0,0,0.1841
503729.7151,5111095.158,0,0,0.1068
504229.7151,5111095.158,0,0,0.0123
504729.7151,5111095.158,0,0,0
505229.7151,5111095.158,0,0,0.002
505729.7151,5111095.158,0,0,0.0092
506229.7151,5111095.158,0,0,0.0086
506729.7151,5111095.158,0,0,0.0103
507229.7151,5111095.158,0,0,0.0043
507729.7151,5111095.158,0,0,0.0043
508229.7151,5111095.158,0,0,0.0049
508729.7151,5111095.158,0,0,0.0046
509229.7151,5111095.158,0,0,0.0046
509729.7151,5111095.158,0,0,0.0046
481729.7151,5110595.158,0.1131,0.7567,0.7842
482229.7151,5110595.158,0.0879,0.7635,0.7661
482729.7151,5110595.158,0.1274,0.6862,0.7424
483229.7151,5110595.158,0.154,0.6001,0.7346
483729.7151,5110595.158,0.1649,0.4316,0.6029
484229.7151,5110595.158,0.1472,0.2467,0.4002
484729.7151,5110595.158,0.0627,0.1265,0.2007
485729.7151,5110595.158,0,0.0962,0.0953
486229.7151,5110595.158,0,0.2437,0.2457
486729.7151,5110595.158,0,0.4623,0.4667
487229.7151,5110595.158,0,0.6227,0.6281
487729.7151,5110595.158,0.0584,0.6175,0.6238
488229.7151,5110595.158,0.1184,0.5405,0.5555
488729.7151,5110595.158,0.1494,0.4014,0.4429
489229.7151,5110595.158,0.1635,0.2233,0.2817
489729.7151,5110595.158,0.1052,0.1152,0.1707
490229.7151,5110595.158,0.0962,0.0959,0.1429
490729.7151,5110595.158,0.1257,0.1214,0.1397
491229.7151,5110595.158,0.1678,0.1658,0.181
491729.7151,5110595.158,0.2136,0.2093,0.225
492229.7151,5110595.158,0.3109,0.304,0.3197
492729.7151,5110595.158,0.3365,0.3399,0.3549
493229.7151,5110595.158,0.3401,0.3407,0.3558
493729.7151,5110595.158,0.3103,0.3121,0.375
494229.7151,5110595.158,0.2348,0.2385,0.3063
494729.7151,5110595.158,0.2224,0.2207,0.282
495229.7151,5110595.158,0.2001,0.2033,0.2782
495729.7151,5110595.158,0.1497,0.1526,0.2241
496229.7151,5110595.158,0.1205,0.1208,0.2324
496729.7151,5110595.158,0.0793,0.0856,0.1626
497229.7151,5110595.158,0.0466,0.0549,0.1498
497729.7151,5110595.158,0.0077,0.0329,0.1678
498229.7151,5110595.158,0,0.0301,0.2307
498729.7151,5110595.158,0,0.0181,0.2753
499229.7151,5110595.158,0,0.002,0.26
500229.7151,5110595.158,0,0.0014,0.2934
500729.7151,5110595.158,0,9.00E-04,0.3492
501229.7151,5110595.158,0,0.0014,0.398
501729.7151,5110595.158,0,0,0.3367
502229.7151,5110595.158,0,0,0.3017
502729.7151,5110595.158,0,0,0.2325
503229.7151,5110595.158,0,0,0.1687
503729.7151,5110595.158,0,0,0.0919
504229.7151,5110595.158,0,0,0.0198
504729.7151,5110595.158,0,0,0.0506
505229.7151,5110595.158,0,0,0.0745
505729.7151,5110595.158,0,0,0.0813
506229.7151,5110595.158,0,0,0.0623
506729.7151,5110595.158,0,0,0.0303
507229.7151,5110595.158,0,0,0.006
507729.7151,5110595.158,0,0,0.0043
508229.7151,5110595.158,0,0,0.0043
508729.7151,5110595.158,0,0,0.0046
509229.7151,5110595.158,0,0,0.0046
509729.7151,5110595.158,0,0,0.0046
481729.7151,5110095.158,0.1145,0.5752,0.58
482229.7151,5110095.158,0.1176,0.6145,0.6239
482729.7151,5110095.158,0.0799,0.6392,0.7031
483229.7151,5110095.158,0.1122,0.5545,0.6891
483729.7151,5110095.158,0.1136,0.3715,0.5532
484229.7151,5110095.158,0.091,0.2213,0.3799
484729.7151,5110095.158,0.0306,0.077,0.1694
486729.7151,5110095.158,0,0.3406,0.3429
487229.7151,5110095.158,0,0.4521,0.4549
487729.7151,5110095.158,0.0223,0.5711,0.5752
488229.7151,5110095.158,0.0936,0.5518,0.5661
488729.7151,5110095.158,0.1076,0.383,0.4019
489229.7151,5110095.158,0.1054,0.2539,0.3037
489729.7151,5110095.158,0.0667,0.089,0.1411
490229.7151,5110095.158,0.0684,0.0678,0.1076
490729.7151,5110095.158,0.1159,0.1148,0.1157
491229.7151,5110095.158,0.1886,0.1857,0.1971
491729.7151,5110095.158,0.2791,0.2723,0.288
492229.7151,5110095.158,0.4017,0.3956,0.4219
492729.7151,5110095.158,0.4448,0.4442,0.4779
493229.7151,5110095.158,0.4045,0.4068,0.4657
493729.7151,5110095.158,0.3415,0.3464,0.436
494229.7151,5110095.158,0.2713,0.2765,0.379
494729.7151,5110095.158,0.2491,0.2637,0.3696
495229.7151,5110095.158,0.2116,0.2348,0.2989
495729.7151,5110095.158,0.1691,0.1775,0.2118
496229.7151,5110095.158,0.1526,0.1503,0.1718
496729.7151,5110095.158,0.1274,0.1374,0.1766
497229.7151,5110095.158,0.0778,0.1239,0.1828
497729.7151,5110095.158,0.0258,0.1337,0.2084
498229.7151,5110095.158,0.004,0.111,0.3226
498729.7151,5110095.158,0,0.0687,0.3749
499229.7151,5110095.158,0,0.0223,0.3931
499729.7151,5110095.158,0,0.0054,0.3939
500229.7151,5110095.158,0,0.0014,0.3921
500729.7151,5110095.158,0,0.0014,0.3793
501229.7151,5110095.158,0,0,0.3238
501729.7151,5110095.158,0,0,0.2464
502229.7151,5110095.158,0,0,0.2096
502729.7151,5110095.158,0,0,0.2124
503229.7151,5110095.158,0,0,0.1978
503729.7151,5110095.158,0,0,0.1431
504229.7151,5110095.158,0,0,0.11
504729.7151,5110095.158,0,0,0.1216
505229.7151,5110095.158,0,0,0.144
505729.7151,5110095.158,0,0,0.1558
506229.7151,5110095.158,0,0,0.1257
506729.7151,5110095.158,0,0,0.079
507229.7151,5110095.158,0,0,0.0181
507729.7151,5110095.158,0,0,0.0043
508229.7151,5110095.158,0,0,0.0034
508729.7151,5110095.158,0,0,0
509229.7151,5110095.158,0,0,3.00E-04
509729.7151,5110095.158,0,0,0
481729.7151,5109595.158,0.0736,0.4398,0.4563
482229.7151,5109595.158,0.079,0.5461,0.555
482729.7151,5109595.158,0.0784,0.5788,0.6347
483229.7151,5109595.158,0.0942,0.4821,0.598
483729.7151,5109595.158,0.1114,0.3324,0.4622
484229.7151,5109595.158,0.0492,0.1924,0.3029
484729.7151,5109595.158,0.0072,0.0467,0.1039
486729.7151,5109595.158,0,0.2286,0.2286
487229.7151,5109595.158,0,0.3435,0.3455
487729.7151,5109595.158,0.002,0.4025,0.4059
488229.7151,5109595.158,0.0521,0.3803,0.3823
488729.7151,5109595.158,0.0653,0.276,0.2828
489229.7151,5109595.158,0.0561,0.191,0.2001
490229.7151,5109595.158,0.053,0.0547,0.0547
490729.7151,5109595.158,0.1065,0.1036,0.1036
491229.7151,5109595.158,0.2093,0.2065,0.2122
491729.7151,5109595.158,0.2757,0.2711,0.2851
492229.7151,5109595.158,0.426,0.4151,0.4389
492729.7151,5109595.158,0.4837,0.4871,0.5106
493229.7151,5109595.158,0.3808,0.3851,0.4417
493729.7151,5109595.158,0.2557,0.2622,0.3658
494229.7151,5109595.158,0.2182,0.2311,0.3454
494729.7151,5109595.158,0.2101,0.2344,0.3438
495229.7151,5109595.158,0.1901,0.2135,0.2791
495729.7151,5109595.158,0.1927,0.222,0.2821
496229.7151,5109595.158,0.1374,0.1414,0.217
496729.7151,5109595.158,0.1096,0.1268,0.266
497229.7151,5109595.158,0.079,0.16,0.28
497729.7151,5109595.158,0.0315,0.1477,0.2725
498229.7151,5109595.158,0.0089,0.14,0.3796
498729.7151,5109595.158,0,0.114,0.5023
499229.7151,5109595.158,0,0.063,0.5073
499729.7151,5109595.158,0,0.0249,0.5233
500229.7151,5109595.158,0,0.0123,0.4851
500729.7151,5109595.158,0,0.0069,0.4286
501229.7151,5109595.158,0,0,0.3658
501729.7151,5109595.158,0,0,0.3213
502229.7151,5109595.158,0,0,0.2525
502729.7151,5109595.158,0,0,0.2288
503229.7151,5109595.158,0.0034,0.0034,0.2205
503729.7151,5109595.158,0.0034,0.0034,0.1927
504229.7151,5109595.158,0.0074,0.0074,0.1789
504729.7151,5109595.158,0.004,0.004,0.221
505229.7151,5109595.158,0,0,0.2717
505729.7151,5109595.158,0,0,0.2396
506229.7151,5109595.158,0,0,0.1735
506729.7151,5109595.158,0,0,0.0864
507229.7151,5109595.158,0,0,0.024
507729.7151,5109595.158,0,0,0
508229.7151,5109595.158,0,0,0
508729.7151,5109595.158,0,0,0
509229.7151,5109595.158,0,0,0
509729.7151,5109595.158,0,0,0
481729.7151,5109095.158,0.065,0.3714,0.3933
482229.7151,5109095.158,0.0557,0.4936,0.5089
482729.7151,5109095.158,0.0968,0.5614,0.5889
483229.7151,5109095.158,0.1326,0.5359,0.5975
483729.7151,5109095.158,0.169,0.4031,0.486
484229.7151,5109095.158,0.1331,0.2064,0.2617
484729.7151,5109095.158,0.0166,0.0275,0.0446
485229.7151,5109095.158,0,0.002,0.0046
488729.7151,5109095.158,0.0329,0.1899,0.1899
489729.7151,5109095.158,0.0276,0.0931,0.0928
490229.7151,5109095.158,0.0177,0.069,0.069
490729.7151,5109095.158,0.0475,0.12,0.12
491229.7151,5109095.158,0.0925,0.1868,0.1868
491729.7151,5109095.158,0.1841,0.237,0.2404
492229.7151,5109095.158,0.2977,0.3146,0.3269
492729.7151,5109095.158,0.3626,0.3807,0.3962
493229.7151,5109095.158,0.3458,0.351,0.392
493729.7151,5109095.158,0.2694,0.2774,0.3507
494229.7151,5109095.158,0.2092,0.2271,0.3305
494729.7151,5109095.158,0.2044,0.2287,0.3155
495229.7151,5109095.158,0.2001,0.2233,0.2849
495729.7151,5109095.158,0.1707,0.2002,0.2811
496229.7151,5109095.158,0.1162,0.1222,0.2514
496729.7151,5109095.158,0.1065,0.1254,0.3198
497229.7151,5109095.158,0.0595,0.1336,0.3572
497729.7151,5109095.158,0.0301,0.1657,0.4063
498229.7151,5109095.158,9.00E-04,0.1689,0.4996
498729.7151,5109095.158,0,0.1489,0.5942
499229.7151,5109095.158,0,0.0656,0.6029
499729.7151,5109095.158,0,0.0281,0.6421
500229.7151,5109095.158,0,0.0147,0.5819
500729.7151,5109095.158,0,0.0077,0.5523
501229.7151,5109095.158,0,9.00E-04,0.4415
501729.7151,5109095.158,0,0,0.3437
502229.7151,5109095.158,0,0,0.2573
502729.7151,5109095.158,0.0023,0.0017,0.2196
503229.7151,5109095.158,0.0034,0.0034,0.2115
503729.7151,5109095.158,0.0074,0.0074,0.1801
504229.7151,5109095.158,0.0074,0.0074,0.205
504729.7151,5109095.158,0.0052,0.0057,0.2129
505229.7151,5109095.158,0.004,0.004,0.2519
505729.7151,5109095.158,0,0,0.223
506229.7151,5109095.158,0,0,0.1543
506729.7151,5109095.158,0,0,0.0776
507229.7151,5109095.158,0,0,0.0112
507729.7151,5109095.158,0,0,0
508229.7151,5109095.158,0,0,0
508729.7151,5109095.158,0,0,0
509229.7151,5109095.158,0,0,0
509729.7151,5109095.158,0,0,0
481729.7151,5108595.158,0.012,0.3868,0.4074
482229.7151,5108595.158,0.004,0.4943,0.5083
482729.7151,5108595.158,0.1165,0.572,0.5994
483229.7151,5108595.158,0.1806,0.5566,0.5903
483729.7151,5108595.158,0.2533,0.454,0.4937
484229.7151,5108595.158,0.2551,0.2717,0.2977
484729.7151,5108595.158,0.1048,0.1157,0.1229
485229.7151,5108595.158,0.0166,0.0223,0.028
489229.7151,5108595.158,0.0049,0.065,0.0655
489729.7151,5108595.158,0.0172,0.0612,0.0612
490229.7151,5108595.158,0.0252,0.1256,0.1259
490729.7151,5108595.158,0.0318,0.1572,0.1707
491229.7151,5108595.158,0.0561,0.1651,0.198
491729.7151,5108595.158,0.1346,0.2434,0.268
492229.7151,5108595.158,0.2491,0.3198,0.349
492729.7151,5108595.158,0.2616,0.2931,0.3286
493229.7151,5108595.158,0.284,0.3075,0.3418
493729.7151,5108595.158,0.2247,0.2342,0.2754
494229.7151,5108595.158,0.1909,0.1943,0.2292
494729.7151,5108595.158,0.1912,0.2175,0.2482
495229.7151,5108595.158,0.1529,0.1795,0.2222
495729.7151,5108595.158,0.0882,0.1142,0.1797
496229.7151,5108595.158,0.0621,0.0633,0.2053
496729.7151,5108595.158,0.0467,0.0475,0.2376
497229.7151,5108595.158,0.0209,0.053,0.2871
497729.7151,5108595.158,0,0.1162,0.3877
498229.7151,5108595.158,0,0.142,0.428
498729.7151,5108595.158,0,0.097,0.4839
499229.7151,5108595.158,0,0.0724,0.5414
