X,Y,Heavy,MPI,Light,Harvest
485375.8867,5100245.25,0.565879428,-0.035608884,0.193287756,0.744409853
485875.8867,5100245.25,0.691793313,-0.476434385,0.089361702,0.77600987
486375.8867,5100245.25,0.794117647,-1.003598567,0.003565062,0.797557028
486875.8867,5100245.25,0.81759341,-1.444992543,0.002647838,0.820176647
487375.8867,5100245.25,0.790197764,-1.071603821,0.002579536,0.792775822
487875.8867,5100245.25,0.773157442,-1.634288326,0.002294236,0.775450363
488375.8867,5100245.25,0.732736203,-1.382772866,0,0.732736203
488875.8867,5100245.25,0.740469208,-1.346183289,0,0.740469208
489375.8867,5100245.25,0.760704525,-1.270343636,0,0.760704525
489875.8867,5100245.25,0.750890833,-1.413925077,0,0.750890833
490375.8867,5100245.25,0.816541865,-1.291451119,0.000340368,0.816828316
490875.8867,5100245.25,0.843558282,-2.697768996,0.001704158,0.844991358
491375.8867,5100245.25,0.879299363,-3.444036571,0.001592357,0.880734495
491875.8867,5100245.25,0.91145668,-3.838645002,0.001269438,0.912602484
492375.8867,5100245.25,0.860496311,-3.050808106,0.001341382,0.861642772
492875.8867,5100245.25,0.6795857,0.023501726,0,0.6795857
493375.8867,5100245.25,0.431788932,0.547808504,0,0.431788932
493875.8867,5100245.25,0.141086749,0.760304398,0,0.141086749
481375.8867,5100745.25,0.736328702,-0.299189299,0.029263967,0.764703595
481875.8867,5100745.25,0.68753781,-0.307289018,0.059286146,0.743714365
482375.8867,5100745.25,0.663850332,-0.795929554,0.066083283,0.72674522
482875.8867,5100745.25,0.58502994,-0.056327388,0.092814371,0.673880614
483375.8867,5100745.25,0.461310406,0.322230576,0.158019567,0.614076242
483875.8867,5100745.25,0.39216264,0.375059352,0.227754862,0.614161491
484375.8867,5100745.25,0.425771116,-0.140739048,0.330354569,0.754231993
484875.8867,5100745.25,0.487783338,-1.646601503,0.300559317,0.780417331
485375.8867,5100745.25,0.588164973,-1.798511772,0.214883443,0.794655496
485875.8867,5100745.25,0.696081364,-1.394955664,0.115166019,0.806428168
486375.8867,5100745.25,0.825663717,-1.869534774,0.015634218,0.840854316
486875.8867,5100745.25,0.892971712,-2.471698682,0.003791193,0.896705198
487375.8867,5100745.25,0.853203103,-1.442391469,0.002585464,0.855782638
487875.8867,5100745.25,0.770199063,-0.802126178,0.00234192,0.772491984
488375.8867,5100745.25,0.679824561,-0.332643684,0,0.679824561
488875.8867,5100745.25,0.671119026,-0.510686831,0.001780944,0.672838717
489375.8867,5100745.25,0.721104773,-1.157325538,0.002701891,0.723684309
489875.8867,5100745.25,0.805572755,-2.816505959,0.000619195,0.806147138
490375.8867,5100745.25,0.795260664,-2.438178586,0,0.795260664
490875.8867,5100745.25,0.82006079,-2.090617326,0.001215805,0.821207251
491375.8867,5100745.25,0.84764631,-1.998024286,0.001272265,0.848795076
491875.8867,5100745.25,0.859058096,-1.86435587,0.001375043,0.860204556
492375.8867,5100745.25,0.8814202,-2.646085787,0.001378835,0.88256666
492875.8867,5100745.25,0.729318332,-0.01499524,0,0.729318332
493375.8867,5100745.25,0.441291585,0.567490398,0,0.441291585
493875.8867,5100745.25,0.136012862,0.758194691,0,0.136012862
494375.8867,5100745.25,0,0.817494442,0,0
481375.8867,5101245.25,0.696305197,-1.424781754,0.074797236,0.767611039
481875.8867,5101245.25,0.716752499,-1.748497148,0.100575583,0.811799737
482375.8867,5101245.25,0.668466847,-1.527434132,0.104410441,0.768208893
482875.8867,5101245.25,0.585007496,-0.534613822,0.094752624,0.675500051
483375.8867,5101245.25,0.493801653,0.208782663,0.109208973,0.599727791
483875.8867,5101245.25,0.517677494,0.23305073,0.143144582,0.660411801
484375.8867,5101245.25,0.516853933,-0.116929688,0.214923653,0.73048509
484875.8867,5101245.25,0.544689495,-1.542779746,0.223157284,0.76484409
485375.8867,5101245.25,0.649927007,-2.317941427,0.169635036,0.816450366
485875.8867,5101245.25,0.713730182,-1.834770366,0.095722405,0.805368212
486375.8867,5101245.25,0.838995569,-1.921083979,0.018611521,0.857031641
486875.8867,5101245.25,0.892262774,-2.301725863,0.005547445,0.89770846
487375.8867,5101245.25,0.850146628,-1.081601322,0.012316716,0.862174119
487875.8867,5101245.25,0.779342723,-0.488711428,0.010269953,0.789362763
488375.8867,5101245.25,0.738249119,-0.105105642,0.011750881,0.749713722
488875.8867,5101245.25,0.711025489,-0.237416009,0.018968583,0.729353095
489375.8867,5101245.25,0.743862762,-1.02173408,0.018929311,0.762185122
489875.8867,5101245.25,0.724828204,-0.879162156,0.018822826,0.742884954
490375.8867,5101245.25,0.674377224,-0.229456917,0.007710558,0.681822814
490875.8867,5101245.25,0.685679612,-0.269163944,0,0.685679612
491375.8867,5101245.25,0.697423398,-0.440460774,0.001392758,0.698569859
491875.8867,5101245.25,0.81036306,-1.818967717,0.00140994,0.811508535
492375.8867,5101245.25,0.869043417,-2.177140961,0,0.869043417
492875.8867,5101245.25,0.695065673,-0.014660781,0.003549876,0.697931823
493375.8867,5101245.25,0.423269809,0.538097128,0.004680709,0.427278973
493875.8867,5101245.25,0.146052632,0.748205135,0.000657895,0.146625205
494375.8867,5101245.25,0,0.81464148,0,0
494875.8867,5101245.25,0,0.839473898,0,0
495375.8867,5101245.25,0,0.838626427,0,0
480875.8867,5101745.25,0.662593145,-0.600668114,0.059016393,0.719424373
481375.8867,5101745.25,0.672019031,-1.640174993,0.112399643,0.780297461
481875.8867,5101745.25,0.658201374,-1.021388193,0.117418584,0.770841099
482375.8867,5101745.25,0.555787589,-0.250822493,0.130668258,0.681505156
482875.8867,5101745.25,0.528579847,-0.162276615,0.126694166,0.651753722
483375.8867,5101745.25,0.576956148,-0.215813408,0.091716824,0.668672972
483875.8867,5101745.25,0.618087558,-0.325081612,0.112615207,0.730314883
484375.8867,5101745.25,0.618045546,-0.466971206,0.132314788,0.749526497
484875.8867,5101745.25,0.624601102,-1.833178342,0.143022918,0.765902335
485375.8867,5101745.25,0.65743528,-2.245006238,0.109572547,0.761912892
485875.8867,5101745.25,0.741906475,-1.725706387,0.051558753,0.791176025
486375.8867,5101745.25,0.861094587,-1.768836575,0.006246282,0.867113503
486875.8867,5101745.25,0.873006497,-1.855843001,0.014766686,0.887357818
487375.8867,5101745.25,0.827373974,-1.540216249,0.012602579,0.839691362
487875.8867,5101745.25,0.762044653,-0.482751699,0.013807286,0.775515562
488375.8867,5101745.25,0.698146514,-0.229231264,0.028243601,0.725701049
488875.8867,5101745.25,0.723719277,-0.347111471,0.025170269,0.748067602
489375.8867,5101745.25,0.693496646,-0.806931335,0.034703995,0.72760384
489875.8867,5101745.25,0.580388693,0.244784334,0.029740872,0.60937836
490375.8867,5101745.25,0.506017024,0.423065406,0.019371881,0.524922781
490875.8867,5101745.25,0.46629902,0.429569514,0.004289216,0.470311631
491375.8867,5101745.25,0.461352657,0.320068738,0,0.461352657
492375.8867,5101745.25,0.7702407,-1.735490283,0.00401167,0.773393466
492875.8867,5101745.25,0.632505176,0.118552531,0.00621118,0.637671651
493375.8867,5101745.25,0.402071563,0.602202548,0.005649718,0.407227679
493875.8867,5101745.25,0.112257661,0.777279833,0.005628518,0.117416732
494375.8867,5101745.25,0,0.824090397,0,0
494875.8867,5101745.25,0,0.839304698,0,0
495375.8867,5101745.25,0,0.841576619,0,0
495875.8867,5101745.25,0,0.836233826,0,0
480875.8867,5102245.25,0.527927928,-0.25114516,0.112012012,0.635050271
481375.8867,5102245.25,0.626829997,-1.4324391,0.121302659,0.743195718
481875.8867,5102245.25,0.553178847,-0.368450307,0.131313131,0.679862711
482375.8867,5102245.25,0.488973831,0.210229988,0.124375184,0.610455738
482875.8867,5102245.25,0.519059903,0.292462625,0.09372313,0.612783032
483375.8867,5102245.25,0.491544855,0.258581559,0.094582975,0.58612783
483875.8867,5102245.25,0.63584147,-0.481920004,0.093911545,0.729753016
484375.8867,5102245.25,0.750505342,-1.723032377,0.059197228,0.809261433
484875.8867,5102245.25,0.752719788,-2.366824518,0.062334607,0.813482184
485375.8867,5102245.25,0.749398315,-2.295514158,0.036702768,0.78443565
485875.8867,5102245.25,0.798675895,-2.112719414,0.01354198,0.811573574
486375.8867,5102245.25,0.815632458,-1.798341171,0.009546539,0.824804141
486875.8867,5102245.25,0.815352697,-2.078049365,0.02519265,0.839763955
487375.8867,5102245.25,0.784047267,-1.462493881,0.039586411,0.822453688
487875.8867,5102245.25,0.730839975,-0.741732155,0.045064378,0.772972392
488375.8867,5102245.25,0.671734409,-0.447706989,0.039094012,0.707920509
488875.8867,5102245.25,0.681778553,-0.783245296,0.056088346,0.737095262
489375.8867,5102245.25,0.652148832,-0.118226043,0.076434958,0.728101827
489875.8867,5102245.25,0.481319323,0.431060277,0.070052539,0.550245227
490375.8867,5102245.25,0.322928821,0.673938985,0.028588098,0.351017099
490875.8867,5102245.25,0.277019002,0.708464401,0.009204276,0.28590407
491375.8867,5102245.25,0.2964124,0.618571088,0,0.2964124
491875.8867,5102245.25,0.50794945,0.340765676,0,0.50794945
492375.8867,5102245.25,0.700206186,-0.702911854,0.00742268,0.705365257
492875.8867,5102245.25,0.583966828,0.131017794,0.006219765,0.589136271
493375.8867,5102245.25,0.370187866,0.616203,0.005543579,0.375346937
493875.8867,5102245.25,0.11775529,0.781362227,0.005519779,0.122914361
494375.8867,5102245.25,0,0.82636235,0,0
494875.8867,5102245.25,0,0.834853421,0,0
495375.8867,5102245.25,0,0.839304698,0,0
495875.8867,5102245.25,0,0.833898753,0,0
480875.8867,5102745.25,0.445246691,-0.524437316,0.135980746,0.574796705
481375.8867,5102745.25,0.510992276,-0.653246221,0.144087938,0.649881165
481875.8867,5102745.25,0.406361474,-0.517472657,0.146848989,0.547787183
482375.8867,5102745.25,0.39117733,0.36149838,0.1256208,0.514421812
482875.8867,5102745.25,0.385710137,0.581495078,0.074353761,0.45902056
483375.8867,5102745.25,0.412478336,0.5851759,0.075678798,0.487485493
483875.8867,5102745.25,0.5673657,0.272919262,0.08072393,0.647904536
484375.8867,5102745.25,0.747486354,-0.549551501,0.051422005,0.798746377
484875.8867,5102745.25,0.852478134,-4.241285148,0.032653061,0.884542262
485375.8867,5102745.25,0.846798324,-3.223130899,0.012567325,0.858836158
485875.8867,5102745.25,0.800914634,-2.537182199,0.016158537,0.816092183
486375.8867,5102745.25,0.788787879,-2.574677554,0.021515152,0.809114246
486875.8867,5102745.25,0.780537697,-2.320142486,0.0578609,0.837287482
487375.8867,5102745.25,0.712594841,-1.130479857,0.086494689,0.794209961
487875.8867,5102745.25,0.667909289,-0.413811335,0.100963032,0.760952518
488375.8867,5102745.25,0.647114475,-0.193570412,0.076631977,0.716761938
488875.8867,5102745.25,0.559760328,-0.04467717,0.092715232,0.643952768
489375.8867,5102745.25,0.482132396,0.398437236,0.118629174,0.598078574
489875.8867,5102745.25,0.338474971,0.596958773,0.100116414,0.437070557
490375.8867,5102745.25,0.156332648,0.731807882,0.063767264,0.218474687
490875.8867,5102745.25,0.093618302,0.790967128,0.008428657,0.101634334
491375.8867,5102745.25,0.139979515,0.731462167,0,0.139979515
491875.8867,5102745.25,0.298937785,0.600573413,0,0.298937785
492375.8867,5102745.25,0.574665676,0.058402423,0.001114413,0.575524537
492875.8867,5102745.25,0.472379603,0.330465914,0.006373938,0.477538675
493375.8867,5102745.25,0.276220472,0.652967293,0.005669291,0.281375112
493875.8867,5102745.25,0.096019447,0.790378804,0.005469462,0.10117261
494375.8867,5102745.25,0,0.833898753,0,0
494875.8867,5102745.25,0,0.833463278,0,0
495375.8867,5102745.25,0,0.829500278,0,0
495875.8867,5102745.25,0,0.820493994,0,0
480875.8867,5103245.25,0.322099612,0.108349388,0.133313451,0.450400416
481375.8867,5103245.25,0.371191955,0.030660997,0.162673765,0.528739936
481875.8867,5103245.25,0.404174015,-0.364835825,0.14021164,0.540889407
482375.8867,5103245.25,0.348484848,0.278382728,0.129370629,0.475924573
482875.8867,5103245.25,0.289619075,0.638488553,0.093922652,0.382142708
483375.8867,5103245.25,0.342740762,0.651811116,0.051789351,0.393758246
483875.8867,5103245.25,0.527256995,0.480840942,0.052206519,0.579208774
484375.8867,5103245.25,0.699270073,0.141675437,0.034744526,0.733357727
484875.8867,5103245.25,0.852376735,-3.25881055,0.013876587,0.865847643
485375.8867,5103245.25,0.830059524,-2.574016257,0.033035714,0.861919455
485875.8867,5103245.25,0.780327869,-2.372204495,0.059612519,0.837618044
486375.8867,5103245.25,0.765214797,-2.313394258,0.072195704,0.834575646
486875.8867,5103245.25,0.739130435,-2.591928599,0.117125111,0.852792892
487375.8867,5103245.25,0.660747664,-1.447172811,0.122429907,0.773322857
487875.8867,5103245.25,0.559181062,-0.541829223,0.136916187,0.681852315
488375.8867,5103245.25,0.526915769,0.272386085,0.130462318,0.645170649
488875.8867,5103245.25,0.483422798,0.053020286,0.142721819,0.612898593
489375.8867,5103245.25,0.377514793,0.45857861,0.121005917,0.494740359
489875.8867,5103245.25,0.242077465,0.637420454,0.104166667,0.343971839
490375.8867,5103245.25,0.125582751,0.738773963,0.073135198,0.19748192
490875.8867,5103245.25,0.059449867,0.807587559,0.010647737,0.06976801
491375.8867,5103245.25,0.094117647,0.760151143,0,0.094117647
492875.8867,5103245.25,0.330446831,0.581936766,0,0.330446831
493375.8867,5103245.25,0.21387632,0.715911992,0.001206637,0.215022123
493875.8867,5103245.25,0.066804002,0.814737228,0,0.066804002
494375.8867,5103245.25,0,0.835199431,0,0
494875.8867,5103245.25,0,0.828071925,0,0
495375.8867,5103245.25,0,0.826723479,0,0
495875.8867,5103245.25,0,0.82077293,0,0
480375.8867,5103745.25,0.335832084,0.191474087,0.128335832,0.458503336
480875.8867,5103745.25,0.27340489,0.342873406,0.128801431,0.397471518
481375.8867,5103745.25,0.27649635,0.419253913,0.155328467,0.428975571
481875.8867,5103745.25,0.305119255,0.157409281,0.148632926,0.451579559
482375.8867,5103745.25,0.371720117,0.117295499,0.134110787,0.503828101
482875.8867,5103745.25,0.375036369,0.55524696,0.102123945,0.475638261
483375.8867,5103745.25,0.418388129,0.631988487,0.015129473,0.433292113
483875.8867,5103745.25,0.558719906,0.484224886,0.017322372,0.575664191
484375.8867,5103745.25,0.735057984,0.128154093,0.009515314,0.744229666
484875.8867,5103745.25,0.773550169,-1.092559109,0.030991102,0.802498291
485375.8867,5103745.25,0.706778607,-0.623830585,0.084266169,0.784607441
485875.8867,5103745.25,0.627837515,-1.040982167,0.176821983,0.79751364
486375.8867,5103745.25,0.582986318,-2.148529212,0.251933373,0.825749287
486875.8867,5103745.25,0.594418052,-2.922203628,0.277909739,0.86322908
487375.8867,5103745.25,0.655161974,-2.886681609,0.204359673,0.84862715
487875.8867,5103745.25,0.598650386,-2.082423106,0.194730077,0.772339122
488375.8867,5103745.25,0.469813744,-0.167329242,0.192999358,0.642415697
488875.8867,5103745.25,0.417303577,-0.004746811,0.192601651,0.597871075
489375.8867,5103745.25,0.329318449,0.501317993,0.194477086,0.519057629
489875.8867,5103745.25,0.200058241,0.638700359,0.188701223,0.386158184
490375.8867,5103745.25,0.144314869,0.69905304,0.160641399,0.302239776
490875.8867,5103745.25,0.129877694,0.771131754,0.065812464,0.194652701
491375.8867,5103745.25,0.157279163,0.736659024,0.019082795,0.175085022
491875.8867,5103745.25,0.271851113,0.633453012,0.004985045,0.276150339
492375.8867,5103745.25,0.237179487,0.648309967,0.004048583,0.240618868
492875.8867,5103745.25,0.188272583,0.711342399,0,0.188272583
493375.8867,5103745.25,0.137017847,0.7741839,0,0.137017847
493875.8867,5103745.25,0.008025222,0.84023349,0,0.008025222
494375.8867,5103745.25,0,0.840738248,0,0
494875.8867,5103745.25,0,0.833036368,0,0
495375.8867,5103745.25,0,0.828161496,0,0
495875.8867,5103745.25,0,0.817116354,0,0
496375.8867,5103745.25,0,0.811066924,0,0
496875.8867,5103745.25,0,0.81721094,0,0
497375.8867,5103745.25,0,0.829500278,0,0
497875.8867,5103745.25,0,0.835803488,0,0
498375.8867,5103745.25,0,0.842328082,0,0
498875.8867,5103745.25,0,0.842661133,0,0
499375.8867,5103745.25,0,0.842661133,0,0
499875.8867,5103745.25,0,0.842577925,0,0
500375.8867,5103745.25,0,0.84216134,0,0
500875.8867,5103745.25,0,0.841827429,0,0
501375.8867,5103745.25,0,0.841492945,0,0
501875.8867,5103745.25,0,0.841409235,0,0
502375.8867,5103745.25,0,0.838456493,0,0
502875.8867,5103745.25,0,0.839304698,0,0
503375.8867,5103745.25,0,0.842494679,0,0
480375.8867,5104245.25,0.435952308,-0.083982675,0.111892388,0.540733299
480875.8867,5104245.25,0.338265759,0.424979777,0.103284996,0.438294421
481375.8867,5104245.25,0.325454021,0.4858837,0.141827616,0.466347492
481875.8867,5104245.25,0.284282851,0.24297343,0.154594904,0.438877756
482375.8867,5104245.25,0.343023256,-0.045163403,0.131104651,0.472286655
482875.8867,5104245.25,0.458163858,0.163311893,0.078152237,0.535197077
483375.8867,5104245.25,0.532313907,0.333534366,0.010386613,0.542620233
483875.8867,5104245.25,0.661872615,0.29715157,0.014088641,0.675630139
484375.8867,5104245.25,0.7619915,-0.521667888,0.015786278,0.77688268
484875.8867,5104245.25,0.680284742,0.013105443,0.042711235,0.719792328
485375.8867,5104245.25,0.524579963,0.119522142,0.139079029,0.652696902
485875.8867,5104245.25,0.433973772,-0.13435972,0.283928027,0.700583165
486375.8867,5104245.25,0.405702406,-1.132909133,0.398871399,0.790185658
486875.8867,5104245.25,0.491207503,-3.229633346,0.443141852,0.924569498
487375.8867,5104245.25,0.526609821,-3.116256185,0.374889738,0.891730096
487875.8867,5104245.25,0.567978533,-3.231098722,0.296362552,0.852547671
488375.8867,5104245.25,0.532664844,-1.109037473,0.200546946,0.721830794
488875.8867,5104245.25,0.416040853,-0.359651559,0.206067888,0.612489879
489375.8867,5104245.25,0.352177675,0.401006503,0.245745601,0.596094079
489875.8867,5104245.25,0.277634223,0.516629128,0.271030721,0.548198855
490375.8867,5104245.25,0.203730273,0.583899489,0.257388809,0.460603125
490875.8867,5104245.25,0.196433707,0.580154034,0.21282715,0.408285983
491375.8867,5104245.25,0.230259366,0.552608484,0.144668588,0.374140134
491875.8867,5104245.25,0.272301843,0.577094502,0.070488447,0.341316734
492375.8867,5104245.25,0.25555885,0.634856258,0.053661429,0.307376771
492875.8867,5104245.25,0.166229221,0.763720388,0.017206183,0.183139511
493375.8867,5104245.25,0.056782334,0.824364395,0,0.056782334
493875.8867,5104245.25,0.001147776,0.841743863,0,0.001147776
494375.8867,5104245.25,0,0.841743863,0,0
494875.8867,5104245.25,0,0.838711341,0,0
495375.8867,5104245.25,0,0.829510115,0,0
495875.8867,5104245.25,0,0.780965895,0,0
496375.8867,5104245.25,0,0.696635662,0,0
496875.8867,5104245.25,0,0.823541273,0,0
497375.8867,5104245.25,0,0.828965844,0,0
497875.8867,5104245.25,0,0.835458539,0,0
498375.8867,5104245.25,0,0.838201315,0,0
498875.8867,5104245.25,0,0.837433775,0,0
499375.8867,5104245.25,0,0.834939982,0,0
499875.8867,5104245.25,0,0.83337607,0,0
500375.8867,5104245.25,0,0.837519206,0,0
500875.8867,5104245.25,0,0.839050622,0,0
501375.8867,5104245.25,0,0.841074031,0,0
501875.8867,5104245.25,0,0.837348306,0,0
502375.8867,5104245.25,0,0.837348306,0,0
502875.8867,5104245.25,0,0.837348306,0,0
503875.8867,5104245.25,0,0.840822249,0,0
