X,Y,Heavy,MPI,Light,Harvest
480375.8867,5104745.25,0.391995112,-0.151877431,0.144821265,0.527850658
480875.8867,5104745.25,0.315453755,0.239851183,0.11452595,0.428829185
481375.8867,5104745.25,0.245098039,0.357980155,0.105247982,0.349652608
481875.8867,5104745.25,0.316423044,0.31356503,0.105474348,0.421897392
482375.8867,5104745.25,0.371986223,0.1878384,0.073191734,0.445177956
482875.8867,5104745.25,0.523222477,0.077863907,0.044151376,0.567335912
483375.8867,5104745.25,0.659787905,-0.150940558,0.012324448,0.672112353
483875.8867,5104745.25,0.770400702,-0.654299475,0.02018134,0.790205524
484375.8867,5104745.25,0.78218126,-1.196370688,0.013210445,0.794498647
484875.8867,5104745.25,0.581279251,0.393979649,0.034321373,0.61280691
485375.8867,5104745.25,0.438059932,0.361929557,0.177633611,0.603100116
485875.8867,5104745.25,0.292233303,0.22147868,0.354185555,0.627953727
486375.8867,5104745.25,0.326454572,-0.616716091,0.50988822,0.836342792
486875.8867,5104745.25,0.36943963,-3.89015945,0.55401502,0.919956278
487375.8867,5104745.25,0.370207785,-3.450886324,0.533508926,0.892407727
487875.8867,5104745.25,0.429720071,-2.458243147,0.42823109,0.841872551
488375.8867,5104745.25,0.496128648,-1.709454902,0.315961882,0.800663665
488875.8867,5104745.25,0.481481481,-1.082795347,0.266726404,0.737282112
489375.8867,5104745.25,0.377590868,-0.521722259,0.306698708,0.670224861
489875.8867,5104745.25,0.271146478,-0.063782632,0.378131447,0.639401357
490375.8867,5104745.25,0.188309819,0.131262149,0.400230348,0.586476533
490875.8867,5104745.25,0.265570934,-0.081302681,0.403690888,0.666832041
491375.8867,5104745.25,0.316925734,-0.605280523,0.347438112,0.663366607
491875.8867,5104745.25,0.281873374,0.075842282,0.272622145,0.551996548
492375.8867,5104745.25,0.23440673,0.535094837,0.19524224,0.427298677
492875.8867,5104745.25,0.121318169,0.729980707,0.125984252,0.245313576
493375.8867,5104745.25,0.023560209,0.821329654,0.026468877,0.049627239
493875.8867,5104745.25,0.007756392,0.839727422,0,0.007756392
494375.8867,5104745.25,0,0.841660259,0,0
494875.8867,5104745.25,0,0.841325487,0,0
495375.8867,5104745.25,0,0.839558443,0,0
495875.8867,5104745.25,0,0.837689954,0,0
496375.8867,5104745.25,0,0.828794404,0,0
496875.8867,5104745.25,0,0.82771323,0,0
497375.8867,5104745.25,0,0.832852,0,0
497875.8867,5104745.25,0,0.83337607,0,0
498375.8867,5104745.25,0,0.830476354,0,0
498875.8867,5104745.25,0,0.829055018,0,0
499375.8867,5104745.25,0,0.828071925,0,0
499875.8867,5104745.25,0,0.821236975,0,0
500375.8867,5104745.25,0,0.823356396,0,0
500875.8867,5104745.25,0,0.831974942,0,0
501375.8867,5104745.25,0,0.835026502,0,0
501875.8867,5104745.25,0,0.831975451,0,0
502375.8867,5104745.25,0,0.836061803,0,0
502875.8867,5104745.25,0,0.837348306,0,0
503375.8867,5104745.25,0,0.837177259,0,0
503875.8867,5104745.25,0,0.836577416,0,0
504375.8867,5104745.25,0,0.836577416,0,0
480375.8867,5105245.25,0.349408284,0.330761416,0.203254438,0.546312841
480875.8867,5105245.25,0.256844048,0.319349736,0.18548139,0.430020383
481375.8867,5105245.25,0.244141862,0.44823046,0.091513616,0.326973619
481875.8867,5105245.25,0.245976313,0.536321628,0.05375038,0.296707182
482375.8867,5105245.25,0.302951389,0.599040964,0.029803241,0.33253209
482875.8867,5105245.25,0.477500717,0.484184049,0.01805675,0.495557466
483375.8867,5105245.25,0.616509028,0.08605503,0.026081972,0.642591
483875.8867,5105245.25,0.749856404,-1.242664416,0.027857553,0.777713957
484375.8867,5105245.25,0.685409885,0.176382751,0.021604025,0.706332785
484875.8867,5105245.25,0.516021765,0.486649635,0.045949214,0.559587257
485375.8867,5105245.25,0.46219253,0.395927492,0.10416034,0.560699135
485875.8867,5105245.25,0.376108811,0.189516972,0.28415139,0.651545899
486375.8867,5105245.25,0.365434222,-0.920314491,0.458584122,0.824018343
486875.8867,5105245.25,0.363296956,-3.220190673,0.531016657,0.894313613
487375.8867,5105245.25,0.366819747,-1.762907231,0.500861079,0.866963055
487875.8867,5105245.25,0.380231523,-1.63546253,0.437815375,0.80298876
488375.8867,5105245.25,0.444775231,-1.497826556,0.349211075,0.78165059
488875.8867,5105245.25,0.415883601,-0.768685177,0.284328584,0.684728542
489375.8867,5105245.25,0.353064904,-0.009749249,0.271935096,0.612451548
489875.8867,5105245.25,0.295644391,0.008716053,0.362470167,0.644581784
490375.8867,5105245.25,0.247863248,-0.185761721,0.447981138,0.683518163
490875.8867,5105245.25,0.248481342,-0.451414161,0.461961238,0.706205619
491375.8867,5105245.25,0.259796807,-0.911745083,0.472859216,0.727631385
491875.8867,5105245.25,0.29509149,-0.98309786,0.437409236,0.726733794
492375.8867,5105245.25,0.219318849,0.219993272,0.401937757,0.611694888
492875.8867,5105245.25,0.100146843,0.638588463,0.312187959,0.405431162
493375.8867,5105245.25,0.055310385,0.767032208,0.132980288,0.1848604
493875.8867,5105245.25,0.008452346,0.830830101,0.017487613,0.025649251
494375.8867,5105245.25,0,0.841994455,0,0
494875.8867,5105245.25,0,0.842328082,0,0
495375.8867,5105245.25,0,0.841994455,0,0
495875.8867,5105245.25,0,0.838201315,0,0
496375.8867,5105245.25,0,0.838201315,0,0
496875.8867,5105245.25,0,0.83837147,0,0
497375.8867,5105245.25,0,0.831270971,0,0
497875.8867,5105245.25,0,0.827443783,0,0
498375.8867,5105245.25,0,0.826633258,0,0
498875.8867,5105245.25,0,0.82618154,0,0
499375.8867,5105245.25,0,0.821884843,0,0
499875.8867,5105245.25,0,0.810478505,0,0
500375.8867,5105245.25,0,0.808908605,0,0
500875.8867,5105245.25,0,0.801692494,0,0
501375.8867,5105245.25,0,0.798668686,0,0
501875.8867,5105245.25,0,0.812233103,0,0
502375.8867,5105245.25,0,0.822069565,0,0
502875.8867,5105245.25,0,0.832676802,0,0
503375.8867,5105245.25,0,0.834853421,0,0
503875.8867,5105245.25,0,0.833026843,0,0
504375.8867,5105245.25,0,0.830918443,0,0
504875.8867,5105245.25,0,0.831447651,0,0
505375.8867,5105245.25,0,0.841157885,0,0
505875.8867,5105245.25,0,0.842661133,0,0
480375.8867,5105745.25,0.291628615,0.325818059,0.274277017,0.549573075
480875.8867,5105745.25,0.197052227,0.527652588,0.276193528,0.444114422
481375.8867,5105745.25,0.173121483,0.599006976,0.139688845,0.293969135
481875.8867,5105745.25,0.15175613,0.711086101,0.026838966,0.174945366
482375.8867,5105745.25,0.176145097,0.744333311,0.003996311,0.179871093
482875.8867,5105745.25,0.301615272,0.688815522,0.010866373,0.312210919
483375.8867,5105745.25,0.446307738,0.477284245,0.022065313,0.467779252
483875.8867,5105745.25,0.517836257,0.450656537,0.03128655,0.54850407
484375.8867,5105745.25,0.517010936,0.459460904,0.032199271,0.547366033
484875.8867,5105745.25,0.482148306,0.496174553,0.045468416,0.524805048
485375.8867,5105745.25,0.497761862,0.398680365,0.084750821,0.579160544
485875.8867,5105745.25,0.551079977,-0.224535942,0.188558085,0.736074249
486375.8867,5105745.25,0.503006012,-2.638013408,0.3071858,0.810191812
486875.8867,5105745.25,0.419604471,-1.680418965,0.384924047,0.804528518
487375.8867,5105745.25,0.367617401,-1.343756788,0.390665514,0.755933553
487875.8867,5105745.25,0.384458078,-0.871697188,0.335378323,0.713115392
488375.8867,5105745.25,0.392793857,-0.120583925,0.253691672,0.638996207
488875.8867,5105745.25,0.343220339,0.284818969,0.16464891,0.49900499
489375.8867,5105745.25,0.334029228,0.460873545,0.164926931,0.492345861
489875.8867,5105745.25,0.358951445,0.394857392,0.204349121,0.555569387
490375.8867,5105745.25,0.293510324,0.436534145,0.282300885,0.567565307
490875.8867,5105745.25,0.257291366,0.293023318,0.356915969,0.611141924
491375.8867,5105745.25,0.197318566,0.312331942,0.403380939,0.593993831
491875.8867,5105745.25,0.180413874,0.281206063,0.450014573,0.622567367
492375.8867,5105745.25,0.147433996,0.033569391,0.4405221,0.572569982
492875.8867,5105745.25,0.086386655,0.648336046,0.332737563,0.406535695
493375.8867,5105745.25,0.05195962,0.745847625,0.183491686,0.228935565
493875.8867,5105745.25,0.008244994,0.812523611,0.062720848,0.069224095
494375.8867,5105745.25,0,0.841409235,0,0
494875.8867,5105745.25,0,0.842494679,0,0
495375.8867,5105745.25,0,0.841241704,0,0
495875.8867,5105745.25,0,0.839558443,0,0
496375.8867,5105745.25,0,0.83571731,0,0
496875.8867,5105745.25,0,0.830653305,0,0
497375.8867,5105745.25,0,0.826180599,0,0
497875.8867,5105745.25,0,0.826993898,0,0
498375.8867,5105745.25,0,0.825910017,0,0
498875.8867,5105745.25,0,0.825910017,0,0
499375.8867,5105745.25,0,0.822069565,0,0
499875.8867,5105745.25,0,0.812907834,0,0
500375.8867,5105745.25,0,0.804930989,0,0
500875.8867,5105745.25,0,0.799333428,0,0
501375.8867,5105745.25,0,0.800670008,0,0
501875.8867,5105745.25,0,0.797887822,0,0
502375.8867,5105745.25,0,0.808714478,0,0
502875.8867,5105745.25,0,0.822897717,0,0
503375.8867,5105745.25,0,0.82923324,0,0
503875.8867,5105745.25,0,0.827442884,0,0
504375.8867,5105745.25,0,0.825275027,0,0
504875.8867,5105745.25,0,0.827623456,0,0
505375.8867,5105745.25,0,0.83206328,0,0
505875.8867,5105745.25,0,0.840486034,0,0
506375.8867,5105745.25,0,0.842577925,0,0
480375.8867,5106245.25,0.255130168,0.239893687,0.333537519,0.567253986
480875.8867,5106245.25,0.149804178,0.475360001,0.304830287,0.417886841
481875.8867,5106245.25,0.129313233,0.705827168,0.046566164,0.169152728
482375.8867,5106245.25,0.199357945,0.633618668,0.009951846,0.208255764
482875.8867,5106245.25,0.23702794,0.515993253,0.016579675,0.252496287
483375.8867,5106245.25,0.286624204,0.655477775,0.037609948,0.322164473
483875.8867,5106245.25,0.35995086,0.573288263,0.036855037,0.394394029
484375.8867,5106245.25,0.410575428,0.481504607,0.034214619,0.442085024
484875.8867,5106245.25,0.493651285,0.364100058,0.034375968,0.525465559
485375.8867,5106245.25,0.50229709,0.09837685,0.113935681,0.609070914
485875.8867,5106245.25,0.615562627,-0.746977756,0.114839456,0.729283623
486375.8867,5106245.25,0.556033247,-0.165372235,0.139008312,0.695041559
486875.8867,5106245.25,0.438289323,-0.005468735,0.194029851,0.632319173
487375.8867,5106245.25,0.376945245,0.012063269,0.179538905,0.555404139
487875.8867,5106245.25,0.315531178,0.314753141,0.193418014,0.507563279
488375.8867,5106245.25,0.343695526,0.468661973,0.134224288,0.476301726
488875.8867,5106245.25,0.330074074,0.581227875,0.074666667,0.402259694
489375.8867,5106245.25,0.331561854,0.600889424,0.067906702,0.397483322
489875.8867,5106245.25,0.300921796,0.655748279,0.066012489,0.364641658
490375.8867,5106245.25,0.255140458,0.647333111,0.11786852,0.371725963
490875.8867,5106245.25,0.285672938,0.582931529,0.150795948,0.434999392
491375.8867,5106245.25,0.184785777,0.661762716,0.201981929,0.383695076
491875.8867,5106245.25,0.105827776,0.683815915,0.274862279,0.377383204
492375.8867,5106245.25,0.099468713,0.632951151,0.325560803,0.415605142
492875.8867,5106245.25,0.059228238,0.711793734,0.250373916,0.29946934
493375.8867,5106245.25,0.028307509,0.769125595,0.151370679,0.173824553
493875.8867,5106245.25,0.005286344,0.815977845,0.059030837,0.062895974
494375.8867,5106245.25,0,0.839558443,0,0
494875.8867,5106245.25,0,0.842661133,0,0
495375.8867,5106245.25,0,0.841325487,0,0
495875.8867,5106245.25,0,0.836834715,0,0
496375.8867,5106245.25,0,0.834159575,0,0
496875.8867,5106245.25,0,0.829322295,0,0
497375.8867,5106245.25,0,0.82618154,0,0
497875.8867,5106245.25,0,0.826813657,0,0
498375.8867,5106245.25,0,0.826091073,0,0
498875.8867,5106245.25,0,0.831711725,0,0
499375.8867,5106245.25,0,0.831624419,0,0
499875.8867,5106245.25,0,0.82081765,0,0
500375.8867,5106245.25,0,0.703936779,0,0
500875.8867,5106245.25,0,0.811064926,0,0
501375.8867,5106245.25,0,0.79422078,0,0
501875.8867,5106245.25,0,0.78537146,0,0
502375.8867,5106245.25,0,0.794213142,0,0
502875.8867,5106245.25,0,0.816358058,0,0
503375.8867,5106245.25,0,0.825002272,0,0
503875.8867,5106245.25,0,0.819654857,0,0
504375.8867,5106245.25,0,0.805731811,0,0
504875.8867,5106245.25,0,0.816545916,0,0
505375.8867,5106245.25,0,0.826633258,0,0
505875.8867,5106245.25,0,0.820026879,0,0
506375.8867,5106245.25,0,0.840317709,0,0
506875.8867,5106245.25,0,0.838031009,0,0
480375.8867,5106745.25,0.277101449,-0.142073496,0.424637681,0.696992536
480875.8867,5106745.25,0.190006365,0.33388099,0.350732018,0.506491144
481375.8867,5106745.25,0.217131474,0.563868836,0.184594954,0.376489456
481875.8867,5106745.25,0.198355263,0.624138214,0.065789474,0.255678278
482375.8867,5106745.25,0.165695793,0.714261666,0.017152104,0.18091693
482875.8867,5106745.25,0.201837672,0.446131816,0.02848392,0.228492874
483375.8867,5106745.25,0.268518519,0.681138021,0.037345679,0.303198943
483875.8867,5106745.25,0.31184503,0.524434831,0.046046364,0.353487764
484375.8867,5106745.25,0.362562189,0.42049349,0.046641791,0.40555445
485375.8867,5106745.25,0.46116357,0.22130352,0.064575084,0.522048119
485875.8867,5106745.25,0.50872093,0.317414497,0.08372093,0.591266072
486375.8867,5106745.25,0.411292634,0.526474788,0.069647463,0.480940097
486875.8867,5106745.25,0.351522114,0.569196057,0.068351522,0.419873636
487375.8867,5106745.25,0.316393913,0.563061871,0.033304622,0.349641262
487875.8867,5106745.25,0.234375,0.662366956,0.04224537,0.276220801
488375.8867,5106745.25,0.248452697,0.687700508,0.052755673,0.299859934
488875.8867,5106745.25,0.216611891,0.722885364,0.033164027,0.248426165
489375.8867,5106745.25,0.218637993,0.728700897,0.020011947,0.237841203
489875.8867,5106745.25,0.28415139,0.687424722,0.017740982,0.301382866
490375.8867,5106745.25,0.284268363,0.70523228,0.017640254,0.301751883
490875.8867,5106745.25,0.238232746,0.721541163,0.023967658,0.262021797
491375.8867,5106745.25,0.167197914,0.763696728,0.039119096,0.205968735
491875.8867,5106745.25,0.086086957,0.781701669,0.07826087,0.163473027
492375.8867,5106745.25,0.069066433,0.741501185,0.129645888,0.196036911
492875.8867,5106745.25,0.054289142,0.76480331,0.130173965,0.178930153
493375.8867,5106745.25,0.032189493,0.788651996,0.077133313,0.104989722
493875.8867,5106745.25,0.004224502,0.819841634,0.01961376,0.022854482
494375.8867,5106745.25,0,0.836748987,0,0
494875.8867,5106745.25,0,0.840822249,0,0
495375.8867,5106745.25,0,0.832589443,0,0
495875.8867,5106745.25,0,0.823907522,0,0
496375.8867,5106745.25,0,0.824911493,0,0
496875.8867,5106745.25,0,0.833114209,0,0
497375.8867,5106745.25,0,0.82923324,0,0
497875.8867,5106745.25,0,0.829766958,0,0
498375.8867,5106745.25,0,0.835631089,0,0
498875.8867,5106745.25,0,0.840822249,0,0
499375.8867,5106745.25,0,0.840149236,0,0
499875.8867,5106745.25,0,0.839220043,0,0
500375.8867,5106745.25,0,0.830110622,0,0
500875.8867,5106745.25,0,0.817798562,0,0
501375.8867,5106745.25,0,0.80573559,0,0
501875.8867,5106745.25,0,0.798503138,0,0
502375.8867,5106745.25,0,0.805335135,0,0
502875.8867,5106745.25,0,0.810285765,0,0
503375.8867,5106745.25,0,0.826091073,0,0
503875.8867,5106745.25,0,0.822159874,0,0
504375.8867,5106745.25,0,0.806330938,0,0
504875.8867,5106745.25,0,0.805731881,0,0
505375.8867,5106745.25,0,0.77698175,0,0
505875.8867,5106745.25,0,0.828251029,0,0
506375.8867,5106745.25,0,0.839389317,0,0
506875.8867,5106745.25,0,0.839220043,0,0
507375.8867,5106745.25,0,0.837177259,0,0
480375.8867,5107245.25,0.306670517,-0.110955792,0.377995957,0.681420016
480875.8867,5107245.25,0.316748626,0.195490046,0.259184264,0.573555734
481375.8867,5107245.25,0.316993464,0.534810394,0.142008318,0.453877771
481875.8867,5107245.25,0.298310292,0.559412937,0.066666667,0.36043454
482375.8867,5107245.25,0.24771202,0.690055304,0.049115314,0.293857047
482875.8867,5107245.25,0.277623027,0.437312431,0.073042402,0.345206074
483375.8867,5107245.25,0.383803909,0.352897267,0.075085324,0.453085329
483875.8867,5107245.25,0.372944462,0.352300939,0.050573999,0.419662719
484375.8867,5107245.25,0.369953052,0.199410632,0.048826291,0.414626591
484875.8867,5107245.25,0.401197605,0.376694616,0.024897573,0.423814267
485375.8867,5107245.25,0.347868217,0.5659821,0.023578811,0.368791118
485875.8867,5107245.25,0.329479769,0.595364451,0.056840077,0.380167054
486375.8867,5107245.25,0.241458607,0.67744423,0.048291721,0.283542775
486875.8867,5107245.25,0.177703827,0.710735511,0.032612313,0.205792104
487375.8867,5107245.25,0.167565745,0.716263403,0.01449764,0.179879605
487875.8867,5107245.25,0.156443832,0.711841795,0.018952447,0.172189609
488375.8867,5107245.25,0.173244848,0.700339277,0.007334963,0.179263765
488875.8867,5107245.25,0.123274162,0.746553095,0.013477975,0.135015284
489375.8867,5107245.25,0.114355231,0.761982198,0.039841849,0.15185881
489875.8867,5107245.25,0.189253731,0.69843622,0.044776119,0.232245993
490375.8867,5107245.25,0.200291121,0.742294211,0.045414847,0.24496466
490875.8867,5107245.25,0.152142652,0.75887272,0.072476273,0.22428694
491375.8867,5107245.25,0.1216916,0.77599925,0.068181818,0.189619373
491875.8867,5107245.25,0.103329506,0.78907073,0.049368542,0.152584947
492375.8867,5107245.25,0.084666861,0.798406491,0.036659878,0.120739005
492875.8867,5107245.25,0.098062593,0.699283073,0.042026826,0.138475319
493375.8867,5107245.25,0.083758631,0.790421323,0.016811768,0.099795286
493875.8867,5107245.25,0.059473999,0.811259288,0,0.059473999
494375.8867,5107245.25,0.02946376,0.825910017,0,0.02946376
494875.8867,5107245.25,0.021058789,0.828279155,0,0.021058789
495375.8867,5107245.25,0.010191847,0.826091073,0,0.010191847
495875.8867,5107245.25,0,0.827982312,0,0
496375.8867,5107245.25,0.002444988,0.820121473,0.008557457,0.010463315
496875.8867,5107245.25,0.006555423,0.822806766,0.020560191,0.026309216
497375.8867,5107245.25,0.000867303,0.836577416,0.011853137,0.012618521
497875.8867,5107245.25,0,0.832326536,0.030486051,0.030355097
498375.8867,5107245.25,0.007490637,0.820563277,0.049553443,0.056731977
498875.8867,5107245.25,0.019687319,0.818812222,0.046323104,0.065545731
499375.8867,5107245.25,0.019830854,0.809156437,0.047535725,0.066508976
499875.8867,5107245.25,0.01453911,0.801724541,0.071823204,0.085251964
500375.8867,5107245.25,0.016860465,0.800117035,0.07877907,0.094533151
500875.8867,5107245.25,0.045572541,0.803318655,0.046149409,0.091391556
501375.8867,5107245.25,0.068944663,0.790158573,0.016933777,0.084976727
501875.8867,5107245.25,0.053191489,0.793993582,0.004067584,0.056917485
502375.8867,5107245.25,0.019157088,0.80168985,0,0.019157088
502875.8867,5107245.25,0.002860776,0.803050788,0,0.002860776
503375.8867,5107245.25,0,0.818256573,0,0
503875.8867,5107245.25,0,0.819278441,0,0
504375.8867,5107245.25,0,0.80148774,0,0
504875.8867,5107245.25,0,0.786020544,0,0
505375.8867,5107245.25,0,0.654921799,0,0
505875.8867,5107245.25,0,0.805774639,0,0
506375.8867,5107245.25,0,0.832775788,0,0
506875.8867,5107245.25,0,0.838881054,0,0
507375.8867,5107245.25,0,0.838456493,0,0
480375.8867,5107745.25,0.374275782,-0.453249726,0.289687138,0.660890858
480875.8867,5107745.25,0.375509017,-0.149631135,0.171320535,0.54456757
481375.8867,5107745.25,0.36286301,-0.095031273,0.098562628,0.459110503
481875.8867,5107745.25,0.422423888,0.33941146,0.087529274,0.508121795
482375.8867,5107745.25,0.429914781,0.50654534,0.09138995,0.519179993
482875.8867,5107745.25,0.403661465,0.472110177,0.100540216,0.499622507
483375.8867,5107745.25,0.471010161,0.128784503,0.092050209,0.559287605
483875.8867,5107745.25,0.416544009,0.263295157,0.067412423,0.482273056
484375.8867,5107745.25,0.372519084,0.529876509,0.02870229,0.399445466
484875.8867,5107745.25,0.300591327,0.641941684,0.026281209,0.323520533
485375.8867,5107745.25,0.201145038,0.650508879,0.024045802,0.219227702
485875.8867,5107745.25,0.187814934,0.586596028,0.008703619,0.1932575
486375.8867,5107745.25,0.147863658,0.60472484,0,0.147863658
486875.8867,5107745.25,0.097560976,0.6054206,0,0.097560976
487375.8867,5107745.25,0.083462934,0.593825122,0.01244168,0.090337755
487875.8867,5107745.25,0.067346939,0.584081416,0.01122449,0.07365247
488375.8867,5107745.25,0.059952038,0.582476583,0.009592326,0.065692566
488875.8867,5107745.25,0.083950617,0.607390688,0.048148148,0.11746537
489375.8867,5107745.25,0.07836216,0.721025205,0.050123544,0.119061501
489875.8867,5107745.25,0.083006339,0.768270816,0.063990341,0.143855937
490375.8867,5107745.25,0.109170306,0.750549121,0.112954876,0.220313245
490875.8867,5107745.25,0.123524331,0.753259844,0.114022459,0.237023901
491375.8867,5107745.25,0.107594937,0.762204206,0.116513234,0.223840631
491875.8867,5107745.25,0.117494973,0.762124978,0.103131284,0.220330836
492375.8867,5107745.25,0.181607866,0.727131552,0.054945055,0.23606473
492875.8867,5107745.25,0.198270722,0.554324686,0.034585569,0.231565785
493375.8867,5107745.25,0.184090216,0.688274447,0.027735447,0.210157246
493875.8867,5107745.25,0.179036656,0.761872634,0.000908816,0.179896501
494375.8867,5107745.25,0.159297218,0.780338114,0,0.159297218
494875.8867,5107745.25,0.146818447,0.753990319,0,0.146818447
495375.8867,5107745.25,0.089682064,0.796970482,0,0.089682064
495875.8867,5107745.25,0.062481226,0.80513462,0.009312106,0.071379044
496375.8867,5107745.25,0.070743405,0.790161537,0.042865707,0.11170588
496875.8867,5107745.25,0.06627566,0.795169868,0.05542522,0.120445909
497375.8867,5107745.25,0.042791499,0.790136448,0.086731763,0.129473474
497875.8867,5107745.25,0.035847433,0.777888772,0.137654144,0.173343853
498375.8867,5107745.25,0.064739884,0.715211642,0.159248555,0.222664791
498875.8867,5107745.25,0.092920354,0.69388909,0.17079646,0.259108643
499375.8867,5107745.25,0.100206307,0.671628166,0.154435603,0.250306565
499875.8867,5107745.25,0.093786635,0.626274696,0.164712778,0.254864308
500375.8867,5107745.25,0.064271107,0.590504681,0.19456617,0.255430694
500875.8867,5107745.25,0.083430913,0.60804919,0.167447307,0.247280813
501375.8867,5107745.25,0.099970069,0.643374065,0.131996408,0.226367317
501875.8867,5107745.25,0.112212276,0.70174018,0.073209719,0.177941323
502375.8867,5107745.25,0.074827699,0.680613677,0.024942566,0.096597966
502875.8867,5107745.25,0.013824885,0.669199371,0.007899934,0.020703647
503375.8867,5107745.25,0,0.6788825,0.006896552,0.006027555
503875.8867,5107745.25,0.000668226,0.665341482,0.005345807,0.00525144
504375.8867,5107745.25,0.008513657,0.628504271,0,0.008513657
504875.8867,5107745.25,0.023555392,0.482321496,0,0.023555392
505375.8867,5107745.25,0.022419929,0.594840999,0,0.022419929
505875.8867,5107745.25,0.010851136,0.75393153,0,0.010851136
506375.8867,5107745.25,0,0.810447116,0,0
506875.8867,5107745.25,0,0.838626427,0,0
507375.8867,5107745.25,0,0.838201315,0,0
480375.8867,5108245.25,0.407886992,0.070445114,0.133313714,0.537723622
480875.8867,5108245.25,0.413619168,0.073776267,0.098991173,0.503797226
481375.8867,5108245.25,0.377865095,-0.017894549,0.094957433,0.460983467
481875.8867,5108245.25,0.405806248,0.176708951,0.085200379,0.483192319
482375.8867,5108245.25,0.483368295,0.339149988,0.109080012,0.587905917
482875.8867,5108245.25,0.495904037,0.141129459,0.111468695,0.605104381
483375.8867,5108245.25,0.469660916,-0.125981494,0.106484236,0.572269113
483875.8867,5108245.25,0.401830528,0.45170992,0.057277827,0.457545635
484375.8867,5108245.25,0.273288094,0.678444285,0.006169031,0.279020395
484875.8867,5108245.25,0.123142251,0.727881269,0.004953999,0.127154862
485375.8867,5108245.25,0.056277056,0.64577991,0.001924002,0.057425821
489375.8867,5108245.25,0.026075619,0.595214939,0.060843112,0.06620173
489875.8867,5108245.25,0.03125,0.756662235,0.07642663,0.095868036
490375.8867,5108245.25,0.042914747,0.788204952,0.114919355,0.157274162
490875.8867,5108245.25,0.082278481,0.774870396,0.109608746,0.191478825
491375.8867,5108245.25,0.112712597,0.760648421,0.112712597,0.225004384
491875.8867,5108245.25,0.20132108,0.718303339,0.110281447,0.311381269
492375.8867,5108245.25,0.292914747,0.294829646,0.068836406,0.36141575
492875.8867,5108245.25,0.270245951,0.42379089,0.050389922,0.318494084
493375.8867,5108245.25,0.304347826,0.551446586,0.032370676,0.333582564
493875.8867,5108245.25,0.242108689,0.683641363,0.007809958,0.24898745
494375.8867,5108245.25,0.219212598,0.675490037,0.017322835,0.235008118
494875.8867,5108245.25,0.193483276,0.759121109,0.029411765,0.222718013
495375.8867,5108245.25,0.169732938,0.734797766,0.025519288,0.194381834
495875.8867,5108245.25,0.155401328,0.762224273,0.028968014,0.18297169
496375.8867,5108245.25,0.14808207,0.764078514,0.047576569,0.193940482
496875.8867,5108245.25,0.163489313,0.762233141,0.057770075,0.220812328
497375.8867,5108245.25,0.138060781,0.731534881,0.145875543,0.282805181
497875.8867,5108245.25,0.118091914,0.625853219,0.256544503,0.370886411
498375.8867,5108245.25,0.097050147,0.588265543,0.28879056,0.377646307
498875.8867,5108245.25,0.13136337,0.320032313,0.334991223,0.460197374
499375.8867,5108245.25,0.148885587,0.279296591,0.329569094,0.466741706
499875.8867,5108245.25,0.143419062,0.198855415,0.314069592,0.440925511
500375.8867,5108245.25,0.123504785,0.080370076,0.314593301,0.42563
500875.8867,5108245.25,0.10467233,0.113146664,0.319174757,0.40619139
501375.8867,5108245.25,0.122399021,0.234182116,0.225214198,0.333347717
501875.8867,5108245.25,0.118611987,0.328931811,0.184542587,0.28661888
502375.8867,5108245.25,0.088489687,0.348586898,0.156686627,0.223485388
502875.8867,5108245.25,0.038461538,0.480781795,0.122015915,0.143935886
503375.8867,5108245.25,0.009549795,0.481394526,0.110163711,0.102312575
503875.8867,5108245.25,0.033852404,0.471217779,0.074475288,0.09690772
504375.8867,5108245.25,0.079862306,0.418894547,0.023752151,0.099638747
504875.8867,5108245.25,0.141440118,0.181473134,0,0.141440118
505375.8867,5108245.25,0.150522146,0.435780172,0.000720202,0.151095376
505875.8867,5108245.25,0.123405722,0.618688694,0,0.123405722
506375.8867,5108245.25,0.055842479,0.783512226,0,0.055842479
506875.8867,5108245.25,0.003075031,0.820586617,0,0.003075031
507375.8867,5108245.25,0,0.838456493,0,0
507875.8867,5108245.25,0,0.837348306,0,0
479875.8867,5108745.25,0.664452787,-0.250227665,0.053999422,0.71800376
480375.8867,5108745.25,0.504818154,0.296156814,0.050668325,0.551482912
480875.8867,5108745.25,0.390651655,0.408969318,0.044694643,0.42819823
481375.8867,5108745.25,0.338430173,0.299133675,0.051308189,0.381671869
481875.8867,5108745.25,0.418114973,0.105730993,0.080548128,0.487110106
482375.8867,5108745.25,0.475061576,0.331320591,0.102524631,0.570504397
482875.8867,5108745.25,0.474175664,0.031848198,0.134519988,0.606191701
483375.8867,5108745.25,0.468226459,0.125406014,0.128249567,0.595337824
483875.8867,5108745.25,0.335939763,0.612073483,0.077324066,0.412465988
484375.8867,5108745.25,0.135742484,0.763098698,0.033707865,0.167529426
484875.8867,5108745.25,0.024979525,0.716785443,0.003276003,0.02726982
485375.8867,5108745.25,0,0.517892123,0,0
488375.8867,5108745.25,0.0528,-0.343998425,0.3848,0.190661852
489375.8867,5108745.25,0.042279412,0.411555952,0.140165441,0.129596904
489875.8867,5108745.25,0.030314808,0.681672111,0.066070735,0.079039371
490375.8867,5108745.25,0.024032459,0.778196895,0.086142322,0.10307026
